Department,Entity,Payment Date,Expense Area,Expense Type,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,07/02/2014,JFC,Spend on Inventory - General,BUNZL UK LIMITED,W1H 7JT,180476,Spend on Inventory - General,4882.54
Ministry of Defence,Ministry of Defence,14/02/2014,Air Command,Design services and minor equipment purchases,XMA LTD,NG11 7EP,306347,Equipment support project costs,4866.78
Ministry of Defence,Ministry of Defence,21/02/2014,HO+CS,Defence military assistance fund international subscriptions and other payments,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018929,Defence military assistance fund international subscriptions and other payments,4851.98
Ministry of Defence,Ministry of Defence,12/02/2014,DEFENCE INFRASTRUCTURE,Property leases,DEFENCE TRAINING SERVICES LIMITED,BA2 3RH,304876,Property non dwellings private finance initiative - service concession arrangement service charge,4839.34
Ministry of Defence,Ministry of Defence,27/02/2014,Air Command,Spend on Inventory - General,L WHITAKER SERVICES LIMITED,BB1 2QE,310828,Spend on Inventory - General,4800.41
Ministry of Defence,Ministry of Defence,13/02/2014,Defence Equipment + Support,Food and clothing,TURNER VIRR & CO. LTD,LS25 2DY,305765,Cost of purchasing and repairing clothing,4783.03
Ministry of Defence,Ministry of Defence,17/02/2014,Air Command,"Transportation of personnel, freight and travel expenses",CITYSPRINT (UK) LIMITED,RH1 1SH,306457,Freight movement costs,4772.34
Ministry Of Defence,Defence Support Group,21/02/2014,Direct Agency,Business Stream 2,MPI Aviation Ltd,,10229442,Direct Agency,4737.98
Ministry of Defence,Ministry of Defence,13/02/2014,Defence Equipment + Support,Equipment support project costs,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,305304,Equipment support project costs,4737.66
Ministry of Defence,Ministry of Defence,19/02/2014,Land Forces,Food and clothing,SODEXO LTD,M50 0AL,307789,Cost of food purchases,4727.92
Ministry of Defence,Ministry of Defence,06/02/2014,Air Command,Design services and minor equipment purchases,XMA LTD,NG11 7EP,303182,Equipment support project costs,4704.78
Ministry of Defence,Ministry of Defence,18/02/2014,Defence Equipment + Support,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,306919,Consumption of medical dental and veterinary inventory,4695.41
Ministry of Defence,Ministry of Defence,07/02/2014,Navy Command,Estate management,SODEXO LTD,M50 0AL,303648,Estate + facilities management services - accommodation inventory + service,4689.85
Ministry of Defence,Ministry of Defence,11/02/2014,Air Command,Transport other hire charge,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018343,Transport other hire charge,4670.51
Ministry of Defence,Ministry of Defence,10/02/2014,Air Command,Estate management,ELIOR UK PLC,SK11 6ET,303888,Estate + facilities management services - accommodation inventory + service,4668.76
Ministry of Defence,Ministry of Defence,26/02/2014,Air Command,Design services and minor equipment purchases,XMA LTD,NG11 7EP,310510,Equipment support project costs,4664.96
Ministry of Defence,Ministry of Defence,20/02/2014,Air Command,Design services and minor equipment purchases,XMA LTD,NG11 7EP,308320,Equipment support project costs,4613.16
Ministry of Defence,Ministry of Defence,27/02/2014,JFC,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,310519,Consumption of medical dental and veterinary inventory,4582.83
Ministry of Defence,Ministry of Defence,14/02/2014,Defence Equipment + Support,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,305869,Cost of other material consumed,4543.06
Ministry of Defence,Ministry of Defence,13/02/2014,Air Command,Design services and minor equipment purchases,XMA LTD,NG11 7EP,305799,Equipment support project costs,4524.07
Ministry of Defence,Ministry of Defence,18/02/2014,Land Forces,Estate management,SODEXO LTD,M50 0AL,307324,Estate + facilities management services - accommodation inventory + service,4517.95
Ministry of Defence,Ministry of Defence,05/02/2014,Land Forces,Payment of utilities,CERTAS ENERGY UK LIMITED,FK5 4RB,180443,Utilities consumed - heating oil,4514.68
Ministry of Defence,Ministry of Defence,17/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,306355,Consumption of medical dental and veterinary inventory,4500.46
Ministry of Defence,Ministry of Defence,18/02/2014,Navy Command,Purchase of inventory and services ,XMA LTD,NG11 7EP,307419,Cost of other material consumed,4495.60
Ministry of Defence,Ministry of Defence,28/02/2014,Defence Equipment + Support,Design services and minor equipment purchases,CAPITA SECURE INFORMATION SOLUTIONS LIMITED,DL1 9HN,311230,Equipment support project costs,4489.89
Ministry of Defence,Ministry of Defence,26/02/2014,Air Command,Spend on Inventory - General,REXEL UK LTD,EN6 9EB,310402,Spend on Inventory - General,4463.57
Ministry of Defence,Ministry of Defence,12/02/2014,DEFENCE INFRASTRUCTURE,"Transportation of personnel, freight and travel expenses",DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,304881,Freight movement costs,4459.48
Ministry of Defence,Ministry of Defence,24/02/2014,Air Command,Payment of utilities,BRITISH GAS TRADING LIMITED,OX4 2JY,308925,Utilities consumed - electricity,4417.20
Ministry of Defence,Ministry of Defence,27/02/2014,Land Forces,Purchase of inventory and services ,CANON (UK) LIMITED,RH2 8BF,310623,Cost of other material consumed,4410.03
Ministry of Defence,Ministry of Defence,17/02/2014,Air Command,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,306404,Cost of other material consumed,4386.30
Ministry of Defence,Ministry of Defence,14/02/2014,Defence Equipment + Support,Fiscal asset under construction - capital in year addition,INSIGHT DIRECT (U K) LTD,S9 2BU,306033,Fiscal asset under construction - capital in year addition,4385.17
Ministry of Defence,Ministry of Defence,11/02/2014,Air Command,"Transportation of personnel, freight and travel expenses",GILDERS TRANSPORT LIMITED,GL54 5HH,304420,Freight movement costs,4380.00
Ministry of Defence,Ministry of Defence,03/02/2014,Defence Equipment + Support,Estate management,SERVEST GROUP LIMITED,IP28 6LG,301764,Estate + facilities management services - accommodation inventory + service,4349.39
Ministry of Defence,Ministry of Defence,27/02/2014,Land Forces,Food and clothing,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,310648,Cost of clothing and textile services received,4343.66
Ministry of Defence,Ministry of Defence,11/02/2014,Defence Equipment + Support,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,304263,Cost of other material consumed,4340.09
Ministry of Defence,Ministry of Defence,26/02/2014,Air Command,"Transportation of personnel, freight and travel expenses",DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,310087,Freight movement costs,4323.44
Ministry of Defence,Ministry of Defence,18/02/2014,Navy Command,Estate management,SODEXO LTD,M50 0AL,307324,Estate + facilities management services - accommodation inventory + service,4318.31
Ministry of Defence,Ministry of Defence,06/02/2014,Air Command,IT and communication services,KELWAY (UK) LIMITED,EC4M 7RB,302899,Computer equipment costing below the capitalisation threshold,4308.32
Ministry of Defence,Ministry of Defence,04/02/2014,Air Command,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,301875,Consumption of medical dental and veterinary inventory,4283.80
Ministry of Defence,Ministry of Defence,17/02/2014,Defence Equipment + Support,Food and clothing,SODEXO LTD,M50 0AL,306830,Cost of food services,4281.18
Ministry of Defence,Ministry of Defence,07/02/2014,Defence Equipment + Support,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,303263,Cost of other material consumed,4277.72
Ministry of Defence,Ministry of Defence,05/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,302166,Consumption of medical dental and veterinary inventory,4259.59
Ministry of Defence,Ministry of Defence,18/02/2014,JFC,Spend on Inventory - General,CARWOOD MOTOR UNITS LTD,CV3 2RQ,306994,Spend on Inventory - General,4257.20
Ministry of Defence,Ministry of Defence,27/02/2014,Air Command,Estate management,CANON (UK) LIMITED,RH2 8BF,310623,Estate + facilities management services - accommodation inventory + service,4238.63
Ministry of Defence,Ministry of Defence,07/02/2014,Navy Command,Purchase of inventory and services ,WILLIAMS LEA LIMITED,NR3 1PD,303742,Cost of other material consumed,4228.74
Ministry of Defence,Ministry of Defence,28/02/2014,Defence Equipment + Support,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,311194,Cost of other material consumed,4225.58
Ministry of Defence,Ministry of Defence,13/02/2014,Defence Equipment + Support,Spend on Inventory - General,TURNER VIRR & CO. LTD,LS25 2DY,305765,Spend on Inventory - General,4197.45
Ministry of Defence,Ministry of Defence,17/02/2014,Air Command,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,306355,Consumption of medical dental and veterinary inventory,4189.94
Ministry of Defence,Ministry of Defence,10/02/2014,Air Command,Military short term detached duty,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,304095,Military short term detached duty,4150.80
Ministry of Defence,Ministry of Defence,05/02/2014,HO+CS,Defence military assistance fund international subscriptions and other payments,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018302,Defence military assistance fund international subscriptions and other payments,4102.58
Ministry of Defence,Ministry of Defence,17/02/2014,Defence Equipment + Support,Payment of utilities,BRITISH GAS TRADING LIMITED,OX4 2JY,306425,Utilities consumed - electricity,4095.81
Ministry of Defence,Ministry of Defence,03/02/2014,Land Forces,"Transportation of personnel, freight and travel expenses",DSV AIR & SEA LIMITED,M22 4NY,301469,Freight movement costs,4093.34
Ministry of Defence,Ministry of Defence,12/02/2014,Defence Equipment + Support,Purchase of buildings and military equipment ,ASPIRE DEFENCE LIMITED,SP9 7QD,304758,Single use military equipment asset under construction - capital in year addition,4086.51
Ministry of Defence,Ministry of Defence,07/02/2014,Defence Equipment + Support,Food and clothing,BAE SYSTEMS SURFACE SHIPS LIMITED,PO1 9NW,303260,Cost of food services,4080.29
Ministry of Defence,Ministry of Defence,18/02/2014,Defence Equipment + Support,Fees for professional services,CARBON60 LIMITED,HP20 2LA,307312,The provision of advice and guidance related to management of ongoing programmes and projects,4080.00
Ministry of Defence,Ministry of Defence,19/02/2014,HO+CS,Payment of utilities,DEPARTMENT FOR WORK AND PENSIONS,CF14 3UW,307540,Utilities consumed - water + sewage,4067.18
Ministry of Defence,Ministry of Defence,20/02/2014,DEFENCE INFRASTRUCTURE,Estate management,ARAMARK LTD,LS16 6QY,307905,Estate + facilities management services - accommodation inventory + service,4052.22
Ministry of Defence,Ministry of Defence,13/02/2014,Defence Equipment + Support,Spend on Inventory - General,MAN DIESEL & TURBO UK LIMITED,SK7 5BP,305559,Spend on Inventory - General,4025.01
Ministry of Defence,Ministry of Defence,05/02/2014,HO+CS,Fees for professional services,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,302496,Fees for professional services excluding legal fees,4000.00
Ministry of Defence,Ministry of Defence,13/02/2014,Defence Equipment + Support,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,305314,Cost of other material consumed,3991.43
Ministry of Defence,Ministry of Defence,13/02/2014,DEFENCE INFRASTRUCTURE,Design services and minor equipment purchases,SERCO LIMITED,RG27 9UY,305700,Equipment support non-project costs,3989.97
Ministry of Defence,Ministry of Defence,13/02/2014,Air Command,Purchase of buildings and military equipment ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,305764,Fiscal asset under construction - capital in year addition,3989.89
Ministry of Defence,Ministry of Defence,07/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,303191,Consumption of medical dental and veterinary inventory,3986.90
Ministry of Defence,Ministry of Defence,19/02/2014,JFC,IT and communication services,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,NW9 5BA,307486,Computer equipment costing below the capitalisation threshold,3983.62
Ministry of Defence,Ministry of Defence,10/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,303751,Consumption of medical dental and veterinary inventory,3958.38
Ministry of Defence,Ministry of Defence,27/02/2014,Defence Equipment + Support,Design services and minor equipment purchases,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,310584,Equipment support project costs,3951.76
Ministry of Defence,Ministry of Defence,27/02/2014,Defence Equipment + Support,IT and communication services,CANON (UK) LIMITED,RH2 8BF,310623,Computer equipment costing below the capitalisation threshold,3916.02
Ministry of Defence,Ministry of Defence,21/02/2014,Air Command,Payment of utilities,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,308436,Utilities consumed - gas,3910.05
Ministry of Defence,Ministry of Defence,12/02/2014,Air Command,Food and clothing,ELIOR UK PLC,SK11 6ET,304907,Cost of clothing and textile services received,3895.17
Ministry of Defence,Ministry of Defence,19/02/2014,Defence Equipment + Support,"Transportation of personnel, freight and travel expenses",AGILITY LOGISTICS LIMITED,RG1 2LG,307434,Movement of service personnel,3888.11
Ministry of Defence,Ministry of Defence,13/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,305249,Consumption of medical dental and veterinary inventory,3877.74
Ministry of Defence,Ministry of Defence,26/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,309952,Consumption of medical dental and veterinary inventory,3869.26
Ministry of Defence,Ministry of Defence,13/02/2014,DEFENCE INFRASTRUCTURE,Purchase of buildings and military equipment ,DEBUT SERVICES (SOUTH WEST)LIMITED,BA1 5AB,305391,Fiscal asset under construction - capital in year addition,3858.74
Ministry of Defence,Ministry of Defence,13/02/2014,JFC,Purchase of inventory and services ,BANNER BUSINESS SERVICES LIMITED,NR3 1PD,305314,Cost of other material consumed,3831.67
Ministry of Defence,Ministry of Defence,05/02/2014,HO+CS,Military short term detached duty,FOREIGN & COMMONWEALTH OFFICE,MK10 1PX,200000018302,Military short term detached duty,3828.09
Ministry of Defence,Ministry of Defence,25/02/2014,Land Forces,Medical treatment & stores and welfare services,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,309695,Medical health services,3825.98
Ministry of Defence,Ministry of Defence,24/02/2014,Air Command,"Transportation of personnel, freight and travel expenses",DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,309013,Freight movement costs,3825.61
Ministry of Defence,Ministry of Defence,14/02/2014,JFC,Medical treatment & stores and welfare services,EQUIPMENT HIRE SERVICES LTD,OL9 7AH,305990,Welfare services including sports equipment and ministers of religion.,3812.11
Ministry of Defence,Ministry of Defence,27/02/2014,Air Command,Purchase of inventory and services ,CANON (UK) LIMITED,RH2 8BF,310623,Cost of other material consumed,3800.66
Ministry of Defence,Ministry of Defence,18/02/2014,Land Forces,Purchase of inventory and services ,AAH PHARMACEUTICALS LTD,CV2 2TX,306919,Consumption of medical dental and veterinary inventory,3780.03
