Departmental Family,Entity,Date,Expense Type,Expense Area ,Supplier,Expenditure Description,Supplier type,"Transaction
Number",Amount
Department for Education,DEPARTMENT FOR EDUCATION,07/11/2011,DfE Programme Costs,School Standards Group,UNIVERSITY OF WINCHESTER,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to administer the Mathematics Specialist Teacher (MaST) programme",Public Sector,4000064977,"115,232.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,DfE Programme Costs,School Standards Group,UNIVERSITY OF BRIGHTON,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,4000065038,"40,870.00"
Department for Education,DEPARTMENT FOR EDUCATION,17/11/2011,DfE Programme Costs,School Standards Group,EDGE HILL UNIVERSITY,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to administer the Mathematics Specialist Teacher (MaST) programme",Public Sector,4000065530,"173,335.05"
Department for Education,DEPARTMENT FOR EDUCATION,17/11/2011,DfE Programme Costs,School Standards Group,UNIVERSITY OF NORTHAMPTON,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract. HEIs that administer the Mathematics Specialist Teacher (MaST) programme,Public Sector,4000065577,"211,572.99"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,DfE Programme Costs,School Standards Group,MANCHESTER METRO UNIVERSITY,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,4000066285,"94,259.00"
Department for Education,DEPARTMENT FOR EDUCATION,29/11/2011,DfE Programme Costs,School Standards Group,INSTITUTE OF EDUCATION,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,4000066533,"134,650.00"
Department for Education,DEPARTMENT FOR EDUCATION,14/11/2011,DfE Programme Costs,Curriculum and Behaviour Group,NATIONAL SCIENCE LEARNING CENTRE,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically MyScience.co Ltd (trading as the National Science Learning Centre) management of the Impact Award scheme. Impact Awards are payments to enable teachers to attend continuing professional development courses at the regional science learning centres, and cover the cost of their travel and accommodation as well as supply teacher cover.",Public Sector,1000455,"172,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,14/11/2011,DfE Programme Costs,Curriculum and Behaviour Group,NATIONAL SCIENCE LEARNING CENTRE,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically MyScience.co Ltd (trading as the National Science Learning Centre) for the management of the network of regional science learning centres which offer continuing professional development courses to science teachers and laboratory technicians to help to improve the teaching and learning of science in state schools in England.",Public Sector,1000456,"213,540.21"
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,DfE Programme Costs,Curriculum and Behaviour Group,SHEFFIELD HALLAM UNIVERSITY,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the management of the STEM Careers Advice programme. This programme was designed to help advise school pupils of the wide range of career opportunities available to those people who attain qualifications in STEM subjects.",Public Sector,4000066034,"253,150.00"
Department for Education,DEPARTMENT FOR EDUCATION,07/11/2011,DfE Programme Costs,Curriculum and Behaviour Group,RURAL PAYMENTS AGENCY RPA,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,4000064971,"55,455.00"
Department for Education,DEPARTMENT FOR EDUCATION,15/11/2011,DfE Programme Costs,Teachers Group,GOVERNMENT ACTUARYS DEPARTMENT,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,4000065379,"27,189.65"
Department for Education,DEPARTMENT FOR EDUCATION,18/11/2011,DfE Programme Costs,Teachers Group,GOVERNMENT ACTUARYS DEPARTMENT GAD,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,4000065626,"36,220.23"
Department for Education,DEPARTMENT FOR EDUCATION,07/11/2011,Current Grants to Arms Length Bodies,Qualifications and Participation Group,QUALIFICATION & CURRICULUM AUTHORITY,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000477,"1,846,751.00"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,DfE Programme Costs,Teachers Group,TEACHERS SUPERANN,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,2000479,"315,022.99"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,DfE Programme Costs,Teachers Group,TEACHERS SUPERANN,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,2000479,"8,644.67"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,DfE Programme Costs,Teachers Group,TEACHERS SUPERANN,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Public Sector,2000479,"676,004.60"
Department for Education,DEPARTMENT FOR EDUCATION,08/11/2011,Current Grants to Arms Length Bodies,Teachers Group,CHILDRENS WORKFORCE DEVELOPMENT COUNCIL,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000478,"20,292,427.00"
Department for Education,DEPARTMENT FOR EDUCATION,02/11/2011,Current Grants to Arms Length Bodies,Teachers Group,NATIONAL COLLEGE OF SCHOOL LEADERSHIP,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000473,"15,000,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,02/11/2011,Current Grants to Arms Length Bodies,Teachers Group,TRAINING & DEVELOPMENT AGENCY FOR SCHOOLS TDA,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000474,"41,817,460.58"
Department for Education,DEPARTMENT FOR EDUCATION,15/11/2011,Current Grants to Other Government Departments,Teachers Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector,2000481,"257,440.57"
Department for Education,DEPARTMENT FOR EDUCATION,15/11/2011,Current Grants to Other Government Departments,Teachers Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector,2000482,"189,826.32"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants to Other Government Departments,Teachers Group,HMRC,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector,2000490,"7,343,951.57"
Department for Education,DEPARTMENT FOR EDUCATION,30/11/2011,Current Grants to Other Government Departments,Teachers Group,HMRC,Funding to other government departments for DfE's contribution to jointly funded programmes ,Public Sector,2000491,"6,234,952.41"
Department for Education,DEPARTMENT FOR EDUCATION,01/11/2011,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",INSTITUTE OF FISCAL STUDIES,"Costs related to research and evaluation activities.
Specifically for the project Centre for Analysis of Youth Transitions Research Centre",VCS,4000064499,"112,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,01/11/2011,Current Grants,Curriculum and Behaviour Group,THE ROYAL BALLET SCHOOL,"Current grant to third sector organisation / not for profit organisation.
Specifically to the School's outreach programme.",VCS,4000064513,"716,928.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Curriculum and Behaviour Group,SING UP,Current grant to third sector organisation / not for profit organisation,VCS,4000064840,"333,333.00"
Department for Education,DEPARTMENT FOR EDUCATION,14/11/2011,Current Grants,Curriculum and Behaviour Group,ENTHUSE CHARITABLE TRUST,"Current grant to third sector organisation / not for profit organisation.
Specifically for the management of project ENTHUSE, a scheme jointly run by DfE, the Wellcome Trust and various commercial concerns to enable science teachers and laboratory technicians to attend residential courses at the national science learning centre, covering travel, accommodation and the cost of supply teacher cover.",VCS,1000454,"250,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,15/11/2011,Current Grants,Curriculum and Behaviour Group,ENTHUSE CHARITABLE TRUST,"Current grant to third sector organisation / not for profit organisation.
Specifically for the management of project ENTHUSE, a scheme jointly run by DfE, the Wellcome Trust and various commercial concerns to enable science teachers and laboratory technicians to attend residential courses at the national science learning centre, covering travel, accommodation and the cost of supply teacher cover.",VCS,1000457,"250,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,04/11/2011,DfE Programme Costs,Curriculum and Behaviour Group,IOP INSTITUTE OF PHYSICS,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the management of the Stimulating Physics network which provides continuing professional development physics teachers.",VCS,4000064887,"301,262.85"
Department for Education,DEPARTMENT FOR EDUCATION,18/11/2011,Current Grants,Curriculum and Behaviour Group,THE ROYAL SOCIETY,"Current grant to third sector organisation / not for profit organisation.
Specifically for the management of the Advisory Committee on Mathematics Education (ACME) and the Science Community Representing Education (SCORE), both of which provide strategic advice to Ministers on science and mathematics education.",VCS,4000065642,"75,000.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Curriculum and Behaviour Group,THE SCHOOL FOOD TRUST,Current grant to third sector organisation / not for profit organisation,VCS,4000066310,"161,865.00"
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Current Grants,Curriculum and Behaviour Group,CFBT EDUCATION SERVICES,Current grant to third sector organisation / not for profit organisation,VCS,4000065996,"95,400.00"
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Current Grants,Curriculum and Behaviour Group,THE HOLOCAUST EDUCATIONAL TRUST,Current grant to third sector organisation / not for profit organisation,VCS,4000066039,"387,500.00"
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Current Grants,Qualifications and Participation Group,LONDON EAST CONNEXIONS,"Current grant paid to local authorities within the aggregate external funding total.
Specifically to pay London East Connexions staff redundancy costs resulting from the closure of the Activity Agreement pilot in March 2011. ",VCS,4000064829,"27,460.07"
Department for Education,DEPARTMENT FOR EDUCATION,04/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000064880,186.34
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000065995,89.45
Department for Education,DEPARTMENT FOR EDUCATION,03/11/2011,Travel and Events,Finance and Commercial Group,EXPOTEL HOTEL RESERVATIONS LTD,Costs related to staff travel expenses for official duty,Commercial,4000064820,"1,879.81"
Department for Education,DEPARTMENT FOR EDUCATION,04/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,"Costs related to staff travel expenses for official duty.
This transaction is an amalgamation of several lower value travel costs
",Commercial,4000064880,"8,464.43"
Department for Education,DEPARTMENT FOR EDUCATION,04/11/2011,Personnel Related,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to subsistence and lodging allowances for official duty,Commercial,4000064880,142.12
Department for Education,DEPARTMENT FOR EDUCATION,07/11/2011,Professional Services Temporary Staff,Finance and Commercial Group,CAPITA RESOURCING LTD,Costs related to temporary workers,Commercial,4000064945,"5,570.88"
Department for Education,DEPARTMENT FOR EDUCATION,07/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,"Costs related to staff travel expenses for official duty.
This transaction is an amalgamation of several lower value travel costs
",Commercial,4000064946,"6,977.43"
Department for Education,DEPARTMENT FOR EDUCATION,14/11/2011,Professional Services Temporary Staff,Finance and Commercial Group,CAPITA RESOURCING LTD,Costs related to temporary workers,Commercial,4000065312,631.68
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,"Costs related to staff travel expenses for official duty.
This transaction is an amalgamation of several lower value travel costs
",Commercial,4000065995,"10,400.08"
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Personnel Related,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to subsistence and lodging allowances for official duty,Commercial,4000065995,44.07
Department for Education,DEPARTMENT FOR EDUCATION,04/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000064880,103.76
Department for Education,DEPARTMENT FOR EDUCATION,23/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000065995,15.49
Department for Education,DEPARTMENT FOR EDUCATION,04/11/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000064880,366.24
