Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,
Defra,EA,11/03/2014,Construction,SE WT - FCRM Ops (South East),Cleartrack EVL Ltd,1256910,"53,283.84","Flood Event Support Works on the Kennett, Loddon and Wey Catchments",TN27 9PG,,,FRA16S221 | FRA16S213 | FRA16S252 | FRA16S260 | FRA15S144 | FRA15S153 | FRA15S207 | FRA16S232 | FRA16S265 | FRA15S145 | FRA15S148 | FRA15S160 | FRA15S163 | FRA16S240 | FRA16S242 | FRA16S222 | FRA16S255 | FRA16S263 | FRA16S238 | FRA16S228 | FRA16S253 | FRA15S129 | FRA16S220 | FRA16S226 | FRA16S219 | FRA16S261 | FRA15S131 | FRA15S140 | FRA15S161 | FRA16S244 | FRA16S247 | FRA16S233 | FRA16S217 | FRA16S259 | FRA15S125 | FRA15S128 | FRA15S139 | FRA15S143 | FRA16S241 | FRA16S223 | FRA16S225 | FRA16S236 | FRA15S133 | FRA15S151 | FRA15S162 | FRA15S164 | FRA16S245 | FRA16S230 | FRA16S234 | FRA16S216 | FRA16S264 | FRA15S149 | FRA15S156 | FRA15S167,Project,,,
Defra,EA,18/03/2014,Construction,SE Capital WiP,Compton Manor Estate,1260218,"28,000.00",Test and Itchen River Restoration Strategy,SO20 6QW,,,IMSO001028,Project,,,
Defra,EA,25/03/2014,Construction,SW Capital WiP,Dawnus Construction Ltd,1260707,"81,657.00",Gundry Weir Fish Pass Refurbishment.,EX3 0PB,,30192017,IMSW002048,Project,,,
Defra,EA,13/03/2014,Construction,HO NCPMS Manager,EC Harris Llp,1257840,"28,906.13",National Commercial Support - 13 January-14 February 2014,M60 3NT,,30387336,NCPMS13006,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,EC Harris Llp,1256263,"25,965.41",Salmons Brook Flood alleviation scheme - February 2014 ,M60 3NT,,30314195,IMTH000620,Project,,,
Defra,EA,27/03/2014,Construction,NE Yorkshire - FCRM Ops W&SY,Esh Construction Ltd,1259132,"81,777.32",Access restriction works in the Fish lake and Thorne Areas,DH6 5PF,,30393946 | 30204740,NRNE793038,Project,,,
Defra,EA,11/03/2014,Construction,NE Capital WiP,Esh Construction Ltd,1256952,"59,666.05",Installation of new mitre gates on the Humber at Lords Clough - 09 September 2013-31 March 2014,DH6 5PF,,30204740,IMNE790450,Project,,,
Defra,EA,20/03/2014,Construction,NE Yorkshire - FCRM Ops N&EY,Esh Construction Ltd,1261133,"51,689.22",Winestead Booster Pumping Station Structural Repairs - 23 September 2013-31 March 2014,DH6 5PF,,30204740,NRNE793087,Project,,,
Defra,EA,31/03/2014,Construction,NE Capital WiP,Esh Construction Ltd,1261947,"46,043.81",Remove and re-establish plant before and after Christmas for Sprotorough scheme,DH6 5PF,, | 30204740 |  |  |  |  |  | ,IMNE000254,Project,,,
Defra,EA,13/03/2014,Construction,NE Yorkshire - FCRM N&EY,Esh Construction Ltd,1258812,"45,422.83",Creyke Beck Emergency Works,DH6 5PF,,30204740,NRNE794090,Project,,,
Defra,EA,18/03/2014,Construction,NE Capital WiP,Esh Construction Ltd,1253608,"35,289.32",Ulleskelf slip repair,DH6 5PF,,30204740,IMNE000228,Project,,,
Defra,EA,18/03/2014,Construction,NE Capital WiP,Esh Construction Ltd,1261950,"27,283.75",Chester le Street culvert new access track and ramp,DH6 5PF,,30393946,IMNE790431,Project,,,
Defra,EA,31/03/2014,Construction,NE Capital WiP,Esh Construction Ltd,1263544,"26,668.31","Work required to existing weir to breakout concrete, burn existing piles, install concrete on the Adwick Dearne existing flood bank",DH6 5PF,, | 30204740 |  |  |  |  |  |  | ,IMNE000254,Project,,,
Defra,EA,04/03/2014,Construction,SE West Thames - Plan & Corp Services,FWAG South West,1253917,"54,180.00",Cotswold Water Park Water with Integrated Local Delivery (WILD) Project,TA1 4DY,,,RESE000289,Project,,,
Defra,EA,06/03/2014,Construction,MI Capital WiP,Galliford Try Infrastructure Ltd,1255966,"55,725.49","Stone Leigh, Rodington and Water Orton Fish Pass",LE10 3JF,,30142734,IMMI001259,Project,,,
Defra,EA,27/03/2014,Construction,SE Capital WiP,GBV JV Ltd,1260723,"772,719.68","For power supply to the piers and the North Bank, and operation, reliability and health and safety improvements to south compound at Thames Barrier.",RH1 1LQ,,30393506,IMSE500076,Project,,,
Defra,EA,25/03/2014,Construction,NW Capital WiP,GBV JV Ltd,1262086,"508,705.42",River Mersey Warrington flood risk management scheme.,RH1 1LQ,,30393506,IMNW000699,Project,,,
Defra,EA,27/03/2014,Construction,SW Capital WiP,GBV JV Ltd,1263428,"89,949.92",Dredging of River Parret and River Tone ,RH1 1LQ,,30393506,IMSW002075,Project,,,
Defra,EA,25/03/2014,Construction,SE Capital WiP,Geodesign Barriers Ltd,1261694,"595,374.00",Geodesign Flood Barriers - February 2014.,CV34 4HL,,,IMSE500152,Project,,,
Defra,EA,27/03/2014,Construction,SW Wessex - FCRM,Glanville Environmental,1262904,"36,205.20",Huntworth culvert cleaning,PL21 9PE,,30263394,RESW001310,Project,,,
Defra,EA,31/03/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1264053,"188,150.58",Littlehampton Arun Tidal Defences ,SN4 0QD,,30071913,IMSO001021,Project,,,
Defra,EA,11/03/2014,Construction,NE Capital WiP,Halcrow Group Ltd,1257140,"69,243.14",Morpeth Flood alleviation scheme,SN4 0QD,,30071913,IMNE000794,Project,,,
Defra,EA,31/03/2014,Construction,AN Capital WiP,Halcrow Group Ltd,1263790,"53,883.86",Ipswich flood defence management scheme,SN4 0QD,,30071913,IMAN001827,Project,,,
Defra,EA,31/03/2014,Construction,MI Capital WiP,Halcrow Group Ltd,1264197,"111,900.61",Tame Appraisal works,SN4 0QD,,30071913,IMMI000978,Project,,,
Defra,EA,11/03/2014,Construction,NE Capital WiP,Halcrow Group Ltd,1257454,"42,168.40",Redcar Flood Alleviation Scheme,SN4 0QD,,30071913,IMNE000524,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1257446,"41,470.42",Sandwich Town tidal defences,SN4 0QD,,30071913,IMSO001057,Project,,,
Defra,EA,31/03/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1264054,"91,704.25",Sandwich Bay sea defences - January 2014,SN4 0QD,,30071913,IMSO001056,Project,,,
Defra,EA,31/03/2014,Construction,AN Capital WiP,Halcrow Group Ltd,1263984,"39,150.64","Grimsby Docks appraisal, costing, environmental assessment, consultation and design",SN4 0QD,,30071913,IMAN002005,Project,,,
Defra,EA,31/03/2014,Construction,NW Capital WiP,Halcrow Group Ltd,1264000,"89,050.41",River Mersey Warrington Flood risk management Scheme.,SN4 0QD,,30071913,IMNW000699,Project,,,
Defra,EA,11/03/2014,Construction,NE Capital WiP,Halcrow Group Ltd,1257447,"33,798.64",Project Appraisal Report for the Bransholme area including East Hull Pumping Station,SN4 0QD,,30071913,IMNE000114,Project,,,
Defra,EA,11/03/2014,Construction,NW Capital WiP,Halcrow Group Ltd,1257490,"33,610.18",Croston Village Flood alleviation scheme - January 2014,SN4 0QD,,30071913,IMNW000166,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1257418,"32,041.43",Landscaping Paddle and Rymer Project,SN4 0QD,,30071913,IMSE100073,Project,,,
Defra,EA,31/03/2014,Construction,SW Capital WiP,Halcrow Group Ltd,1264013,"31,734.98",Soil resource survey and reptile mitigation for Exeter Flood defence scheme,SN4 0QD,,30071913,IMSW001349,Project,,,
Defra,EA,31/03/2014,Construction,MI Capital WiP,Halcrow Group Ltd,1263812,"73,079.12",Middle Tame - Perry Barr - Specialist Surveys,SN4 0QD,,30071913,IMMI001305,Project,,,
Defra,EA,11/03/2014,Construction,SE NET - FCRM Ops West,Halcrow Group Ltd,1257413,"29,604.16",Third Party Culvert Surveys - January 2014.,SN4 0QD,,30071913,RESE500068,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,Halcrow Group Ltd,1258428,"28,535.16",Southern Waterways Works for Teston Canoe and Fish pass,SN4 0QD,,30071913,IMSO000841,Project,,,
Defra,EA,06/03/2014,Construction,SW Capital WiP,Halcrow Group Ltd,1256081,"26,673.96",Exeter Flood defence scheme,SN4 0QD,,30384994,IMSW001349,Project,,,
Defra,EA,31/03/2014,Construction,AN Capital WiP,Halcrow Group Ltd,1263986,"26,372.24",Design work on the Grimsby Docks,SN4 0QD,,30071913,IMAN002005,Project,,,
Defra,EA,11/03/2014,Construction,HO NCPMS National,Halcrow Group Ltd,1259749,"82,067.95",Ongoing Secondment of Project Manager to cover multiple projects,SN4 0QD,,30071913,,Administration,,,
Defra,EA,06/03/2014,Construction,AN Capital WiP,HFN Landscapes,1255532,"47,664.20",Steele Bumpstead Landscaping Works,WR10 2DU,,,IMAN001770,Project,,,
Defra,EA,25/03/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1262249,"340,227.88",Anglian recondition work northern region,TQ14 0HP,,30142730,IMAN002372,Project,,,
Defra,EA,25/03/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1262048,"220,513.01",Great Yarmouth Flood Defences,TQ14 0HP,,30142730,IMAN002228,Project,,,
Defra,EA,27/03/2014,Construction,AN Capital WiP,Interserve Construction Ltd,1262743,"80,187.79",Programme of repairs and maintenance works to various fish passes and flood defence assets across the Region.,UB8 2XL,,30142730,IMAN002372,Project,,,
Defra,EA,27/03/2014,Construction,SE Capital WiP,J Breheny Contractors Ltd,1262732,"104,646.97",Vale Brook Culvert works,IP6 8NH,,30343170,IMSE100067,Project,,,
Defra,EA,27/03/2014,Construction,SE Capital WiP,J Breheny Contractors Ltd,1262592,"82,394.34",Construction works to rebuild the Iffley Tail Lay-by,IP6 8NH,,30343159,IMSE100152,Project,,,
Defra,EA,25/03/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1262112,"702,311.54",Sandwich Tidal defences,IP1 5LT,,30142731,IMSO001057,Project,,,
Defra,EA,31/03/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1239067,"245,437.75",South East Asset Reconditioning Programme,IP1 5LT,,30142731,IMSE100197,Project,,,
Defra,EA,04/03/2014,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1254241,"446,578.24",Lower Tame Flood risk management scheme (Coton),IP1 5LT,,30142731,IMMI000978,Project,,,
Defra,EA,25/03/2014,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1262114,"159,644.08",Lower Tame Flood risk management scheme (Kingsbury),IP1 5LT,,30142731,IMMI000978,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1257054,"126,560.27",Sandford lock refurbishment,IP1 5LT,,30343174,IMSE900022,Project,,,
Defra,EA,27/03/2014,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1263343,"274,938.71",Steeple Bumpstead Flood alleviation scheme,IP1 5LT,,30142731,IMAN001770,Project,,,
Defra,EA,04/03/2014,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1255284,"65,404.57","Construction services, Mill Beck reservoir works, Market Weighton. ",IP1 5LT,,30142731 | 30204737,IMNE000141,Project,,,
Defra,EA,20/03/2014,Construction,AN Capital WiP,Jackson Civil Engineering Ltd,1255760,"62,401.08",Ipswich flood defence scheme cable Diversion works,IP1 5LT,,30142731,IMAN001218,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1258606,"38,310.96",Goring Rushey and Streatley Weir Replacements.,IP1 5LT,,30142731,IMSE100073,Project,,,
Defra,EA,04/03/2014,Construction,SE Capital WiP,Jackson Civil Engineering Ltd,1246294,"27,728.90",Brede sluice gate replacement,IP1 5LT,,30142731,IMSO000560,Project,,,
Defra,EA,18/03/2014,Construction,AN Northern- FCRM Ops (Lincs),JacksonHyder Ltd,1260057,"101,156.38",Humber South Bank emergency repairs,IP1 5LT,,30395082,FRAINC001,Project,,,
Defra,EA,20/03/2014,Construction,AN Eastern-AEM - Monitoring,JacksonHyder Ltd,1261136,"51,613.01",Kennett Tunnel inspection,IP1 5LT,,30395082,REAN001676,Project,,,
Defra,EA,25/03/2014,Construction,SE Capital WiP,JacksonHyder Ltd,1261622,"28,335.23",Teddington Barge Lock works,IP1 5LT,,30395082,IMSE900005,Project,,,
Defra,EA,13/03/2014,Construction,NW Capital WiP,Jacobs UK Ltd,1259365,"49,065.26",River Mersey Warrington flood risk management scheme,G2 7HX,,30072261,IMNW000699,Project,,,
Defra,EA,27/03/2014,Construction,SE Capital WiP,Jacobs UK Ltd,1263279,"62,896.14",Medmerry Managed Realignment. ,G2 7HX,,30072261,IMSO001023,Project,,,
Defra,EA,18/03/2014,Construction,AN Capital WiP,JBA Bentley Ltd,1261074,"102,875.27","Construction Services to effect emergency repairs at Slippery Gowt, Boston - 05 January 2014",BD23 2QR,,30387943,IMAN002645,Project,,,
Defra,EA,25/03/2014,Construction,AN Capital WiP,JBA Bentley Ltd,1261637,"31,432.26","Construction Services to effect emergency repairs at Slippery Gowt, Boston - 12 March 2014",BD23 2QR,,30387943,IMAN002645,Project,,,
Defra,EA,27/03/2014,Construction,NE Capital WiP,Jeremy Benn Associates Ltd,1265050,"31,147.09",Wyke Beck Improvement Study,BD23 3AE,,30384990,IMNE000555,Project,,,
Defra,EA,13/03/2014,Construction,MI Planning and Performance,JN Bentley Ltd,1259009,"35,832.54",Gayton Mill Weir Removal project,BD23 2QP,,30397749,REMI001883,Project,,,
Defra,EA,18/03/2014,Construction,AN Capital WiP,John Martin Hoyes Ltd,1260084,"100,898.83",Construction of a boat slipway and the addition of a sanitary waste pump-out and potable water point to an existing mooring and ground profiling and surfacing - Hubberts Bridge,LN6 3JZ,,,IMAN002080,Project,,,
Defra,EA,20/03/2014,Construction,SW Capital WiP,Kier MG Ltd,1260249,"64,552.24",Works at Dawlish Warren - February 2014,EX5 1EW,,30394347,IMSW002077,Project,,,
Defra,EA,13/03/2014,Construction,SW Wessex - FCRM,Kingcombe Aquacare Ltd,1258858,"118,619.72","Incident response - emergency works and resource in Somerset, Stanmoor, Altheny Bridge and Aller Drove - February 2014.",TA18 7HQ,,,RESW001310,Project,,,
Defra,EA,06/03/2014,Construction,SE Capital WiP,Land & Water Services Ltd,1256093,"40,283.87",Soft Engineering and River Restoration Framework South East region,GU5 9AF,,30357321,IMSE500149,Project,,,
Defra,EA,04/03/2014,Construction,NE Yorkshire Area Manager,Mott Macdonald Ltd,1253172,"56,880.72",Humber Estuary emergency survey works,LS10 1JR,,30219915,RENE974000,Project,,,
Defra,EA,06/03/2014,Construction,AN Capital WiP,Norfolk Wildlife Trust,1256614,"38,791.63",Hilgay Habitat Creation project,NR1 1RY,,30282131,IMAN001220,Project,,,
Defra,EA,27/03/2014,Construction,AN Capital WiP,North Level Internal Drainage Board,1262747,"32,904.00","Maintenance works to drains and reservoir embankment including reed clearance, grass cutting and vermin control at Whittlesey Washes",PE6 0QE,,30396844,IMAN001790,Project,,,
Defra,EA,25/03/2014,Construction,MI East- FCRM Ops South,OnSite Central Ltd,1262103,"56,703.40",Culvert Inspections - Hemington Brook and Lockington Brook.,WR3 8TJ,,30319000,REMI001903,Project,,,
Defra,EA,04/03/2014,Construction,NE Capital WiP,Ove Arup & Partners Ltd,1254565,"79,272.12",Skipton Flood alleviation scheme,NE1 3PL,,30072279,IMNE000164,Project,,,
Defra,EA,25/03/2014,Construction,NW Capital WiP,Ove Arup & Partners Ltd,1262055,"77,458.90","Northwith Town. additional flood storage inputs and land ownership plans, mathematical modelling, structural assessment for flood proofing",NE1 3PL,,30072279,IMNW000475,Project,,,
Defra,EA,06/03/2014,Construction,SE Capital WiP,Pevensey Coastal Defence Ltd,1256766,"146,655.85",Pevensey Bay sea defences,PO15 5SS,,,IMSO000584,Project,,,
Defra,EA,18/03/2014,Construction,AN Capital WiP,PG Wright,1259879,"35,265.00","Fulney lock and Tidal surge repairs, Spalding",PE12 9EA,,30397778,IMAN002648,Project,,,
Defra,EA,18/03/2014,Construction,AN Northern - FCRM,PG Wright,1259882,"27,600.00",Brickwork Repairs to the adjacent Black Sluice Pumping Station Bridge,PE12 9EA,,30397778,REAN001847,Project,,,
Defra,EA,20/03/2014,Construction,FM Operating Unit - Northern,Portakabin Ltd,1260856,"69,353.10",Replacement bespoke jackleg cabin for Bridgend Depot,YO32 9PT,,,,Administration,,,
Defra,EA,27/03/2014,Construction,Incident Management Manager,RAB Consultants Ltd,1262999,"30,066.00",Development and delivery of Exercise Delta - March 2014. ,WS13 6QG,,30368974,FCPIM00039B00,Project,,,
Defra,EA,27/03/2014,Construction,NE Yorkshire - FCRM Ops N&EY,Selby Area Internal Drainage Board,1263421,"58,477.12","Holmes Dike routine maintenance, Bishop Dike routine maintenance and Selby Dam routine maintenance - October-November 2013",YO8 4PW,,,FRA07S715 | FRA07S714 | FRA07S716,Project,,,
Defra,EA,25/03/2014,Construction,SW Capital WiP,Team Van Oord,1261733,"391,612.51",Preston Beach Emergency Works.,RG14 5QS,,30384997,IMSW002124,Project,,,
Defra,EA,06/03/2014,Construction,SE KSL - FCRM Ops South,Team Van Oord,1257104,"328,900.30",Dymchurch Redoubt Emergency Works ,RG14 5QS,,30384997,,Administration,,,
Defra,EA,20/03/2014,Construction,SE Capital WiP,Team Van Oord,1260278,"325,086.04",Jury’s Gap Outfall. Replacement culverts - Emergency Work,RG14 5QS,,30384997,IMSE100310,Project,,,
Defra,EA,31/03/2014,Construction,SE Capital WiP,Team Van Oord,1263985,"103,722.80",Molesey Weir replacement works,RG14 5QS,,30142735,IMTH001685,Project,,,
Defra,EA,04/03/2014,Construction,SE Capital WiP,Team Van Oord,1252029,"62,135.00",Shepperton Lock chamber refurbishment assessment,RG14 5QS,,30384997,IMSE100058,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,Team Van Oord,1255860,"50,895.16",Thames Weir Priority works - Osney,RG14 5QS,,30142735,IMTH001653,Project,,,
Defra,EA,06/03/2014,Construction,SE Capital WiP,Team Van Oord,1256728,"45,387.02",Molesey Weir B replacement,RG14 5QS,,30142735,IMTH001685,Project,,,
Defra,EA,25/03/2014,Construction,SE KSL - FCRM Ops South,Team Van Oord,1262227,"28,805.18",Swale Tidal sluices refurbishment,RG14 5QS,,30384997,RESE100098,Project,,,
Defra,EA,25/03/2014,Construction,SW Wessex - FCRM,Teignmouth Maritime Services Ltd,1261772,"56,944.56",Dunball Wharf emergency works,EX7 0NH,,,RESW001310,Project,,,
Defra,EA,06/03/2014,Construction,SW Wessex - FCRM,Teignmouth Maritime Services Ltd,1255839,"46,392.24",Additional Piling for Dunball Wharf - Wessex Emergency Response,EX7 0NH,,,RESW001310,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,Turner & Townsend Project Management,1258551,"46,054.80",Thames Estuary 2100 phase 1 programme,LS18 4CH,,30314194,IMSE500060,Project,,,
Defra,EA,13/03/2014,Construction,HO NCPMS National,Turner & Townsend Project Management,1258565,"36,649.25",Cost Management work for National Capital Programme Management Service,LS18 4CH,,30314194,NCPMSCONAN,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,Turner & Townsend Project Management,1259362,"27,562.25",Thames Estuary phase 1 Programme,LS18 4CH,,30314194,IMSE500060,Project,,,
