Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-465743-62223,46637,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-465763-62129,46813,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-465748-62169,47005,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-465869-62099,48088,,Other CRF's,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-465648-62192,48105,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,ERS-465630-62040,48441,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-465749-62195,48704,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-465728-62064,48732,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-465589-62164,50000,,Experimental Cancer Medical Centres,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-465645-62249,50000,,School for Public Health,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-465841-62184,50000,,Experimental Cancer Medical Centres,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-465620-62177,51690,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-465789-62199,52342,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,EAST LONDON NHS FOUNDATION TRUST,PUBLIC,E1 1RD,ERS-465641-62218,53940,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-465692-62210,55002,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST,PUBLIC,LS6 1PF,ERS-465822-62266,56711,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-465734-62200,57477,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-465823-62191,57730,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-465733-62056,58217,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-465652-62241,58259,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-465750-62068,59173,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-465846-62131,59616,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-465816-62095,59855,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-465765-62176,60038,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-465749-62195,60150,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-465608-62128,61793,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-465839-62186,62182,,Experimental Cancer Medical Centres,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,PLYMOUTH HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,ERS-465754-62145,62312,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-465816-62095,62500,,Experimental Cancer Medical Centres,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-465828-62174,62500,,Experimental Cancer Medical Centres,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-465589-62164,63000,,Support for HITF/HTCS,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-465683-62212,63037,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,PUBLIC,CB3 8RE,ERS-465751-62125,64743,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-465789-62199,65664,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-465654-62135,65722,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,ERS-465735-62049,66207,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,LIVERPOOL PCT,PUBLIC,L13 1HN,ERS-465703-62047,66313,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,L9 7LJ,ERS-465833-62118,66528,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-465844-62156,67010,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-465617-62198,68092,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,LEEDS PARTNERSHIPS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-465694-62124,70091,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-465685-62244,70131,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-465600-62083,70251,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,DORSET PCT,PUBLIC,DT2 9TB,ERS-465636-62073,70678,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-465844-62156,71059,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-465777-62132,72918,,Support for HITF/HTCS,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,PUBLIC,BA1 3QE,ERS-465573-62204,73819,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-465828-62174,74948,,CRF's CRII,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-465613-62059,75256,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,WESTERN SUSSEX HOSPITALS NHS TRUST,PUBLIC,PO19 6SE,ERS-465858-62265,75256,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-465733-62055,75382,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,ERS-465655-62048,75423,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-465697-62053,75444,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,DEVON PCT,PUBLIC,TQ12 4PH,ERS-465634-62075,75694,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,STOCKTON-ON-TEES TEACHING PCT,PUBLIC,TS7 0NJ,ERS-465805-62024,75715,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-465743-62224,76125,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,NW3 1QG,ERS-465764-62085,76211,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-465734-62200,76829,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,DERBY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DE1 2QS,ERS-465632-62194,78146,,CANCER RESEARCH NETWORKS,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-465589-62164,79867,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-465589-62164,80000,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-465844-62156,80457,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-465615-62260,80590,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-465654-62135,81819,,UKCRC Primary Care Networks,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,THE SOLENT NHS TRUST,PUBLIC,SO16 4XE,ERS-465832-62267,82112,,Flexibility & Sustainability Funding,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-465615-62260,82178,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-465750-62068,83000,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,E9 6ZZ,ERS-465682-62180,83448,,Cooksey Patient Care,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-465696-62182,83738,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-465743-62223,83765,,Applied Research Programme,Programme
Department of Health,Department of Health,12/07/2012,Research & development,Research and Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-465769-62027,84112,,Applied Research Programme,Programme
