ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,Contract Number,SUPPLIER_TYPE,INV_NUM
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1787609,"$104,190.00 ",Rates Invoice,RATES,0,Programme,,,6323540/2011-12
HMCTS,25-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,ATOS IT SERVICES UK LTD,1790501,"$85,576.00 ",London - ATOS Origin IT Services UK - Installation of wide area networking infrastructure,WV10 6UH,F079,Programme,,,5584092399
HMCTS,25-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,ATOS IT SERVICES UK LTD,1790501,"$17,115.20 ",VAT on London - ATOS Origin IT Services UK - Installation of wide area networking infrastructure,WV10 6UH,F079,Programme,,,5584092399
HMCTS,11-Oct-11,CZ999-South East Region,532000-Tangible GBV - Additions,METSHAPE LTD,1773023,"$83,985.33 ",Stage Payment for project to Strip out existing heating pipework and replacement with new pipework installation and associated fittings and building works.,CIS-BD16 1PY,0,Programme,,,1862
HMCTS,11-Oct-11,CZ999-South East Region,532000-Tangible GBV - Additions,METSHAPE LTD,1773023,"$16,797.07 ",VAT element of Stage Payment for project to Strip out existing heating pipework and replacement with new pipework installation and associated fittings and building works.,CIS-BD16 1PY,0,Programme,,,1862
HMCTS,14-Oct-11,"AM999-HQ - Civil, Family & Tribunals",226000-Court Costs,LEGAL SERVICE TRANSLATION & INTERPRETING LTD,1778650,"$20,615.45 ",,M8 0PS,0,Programme,,,0009S/01092011
HMCTS,14-Oct-11,"AM999-HQ - Civil, Family & Tribunals",226000-Court Costs,LEGAL SERVICE TRANSLATION & INTERPRETING LTD,1778650,"$66,682.00 ",,M8 0PS,0,Programme,,,0009S/01092011
HMCTS,14-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LEGAL SERVICE TRANSLATION & INTERPRETING LTD,1778650,"$13,336.40 ",Interpretation and translation services,M8 0PS,0,Balance Sheet,,,0009S/01092011
HMCTS,12-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1776274,"$83,710.00 ",CCN L-R-2570-06,CF31 9AP,B716,Programme,,,358587
HMCTS,12-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1776274,"$16,742.00 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358587
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1788188,"$16,608.91 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210546744
HMCTS,21-Oct-11,DZ999-South West Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1788188,"$83,044.54 ","Mechanical & electrical maintenance 2011, HMCS SW Region Areas 2 & 4",CIS-PO1 9DB,0,Programme,,,210546744
HMCTS,14-Oct-11,GZ999-North West Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1778962,"$82,606.00 ","Manchester Civil Justice Centre - Voltage Optimiser Unit as per quote Q2010672. Supply & delivery to be paid in FY 10-11 (£165,820.00), remainder to be paid in 11-12. FAO Ian.",W2 1QY,I027,Programme,,,SIN001370
HMCTS,14-Oct-11,GZ999-North West Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1778962,"$16,521.20 ",,W2 1QY,I027,Programme,,,SIN001370
HMCTS,11-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$21,703.05 ",,FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$21,758.88 ",,FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$4,924.20 ",Monthly Service Charges - Various Courts,FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$14,602.33 ",Accommodation service charge,FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$15,722.09 ",,FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$8,888.75 ",,FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,DEPARTMENT FOR WORK & PENSIONS (DWP),1772716,"$5,484.27 ",DEPARTMENT FOR WORK & PENSIONS (DWP),FY5 3TA,0,Programme,,,165397
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EC HARRIS LLP,1772743,"$15,496.66 ",Estate Management Services,M60 3NT,0,Balance Sheet,,,75051548
HMCTS,11-Oct-11,BZ999-London Region,222001-Maintenance,EC HARRIS LLP,1772743,"$77,483.30 ","Monthly Managing Agent fee. Services include the day to day management of sites, producing reports, financial monitoring and a helpdesk facility",M60 3NT,0,Programme,,,75051548
HMCTS,19-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,DX NETWORK SERVICES LTD,1784536,"$15,198.43 ",Distribution Services,NN3 6YG,0,Balance Sheet,,,90859992
HMCTS,19-Oct-11,BZ999-London Region,223001-Printing Postage and Office expenditure,DX NETWORK SERVICES LTD,1784536,"$75,992.17 ",London Region Consolidated - Consigned Services - DX Network Services 2011/12,NN3 6YG,0,Programme,,,90859992
HMCTS,19-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,OCS SUPPORT SERVICES LTD,1784751,"$15,087.18 ","Maintenance, non-structural repair and cleaning of buildings",LA3 3BJ,0,Balance Sheet,,,22381R
HMCTS,19-Oct-11,EZ999-Wales Region,222002-Other Property Costs,OCS SUPPORT SERVICES LTD,1784751,"$75,435.92 ",HMCS Wales - Multiple Sites Monthly Cleaning  April 11 - March 12 OCS Cleaning Support Services,LA3 3BJ,0,Programme,,,22381R
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MARSTON GROUP,1781469,"$89,150.24 ",Debt Collection,EN9 1EL,0,Balance Sheet,,,20870
HMCTS,5-Oct-11,HZ999-North East Region,223001-Printing Postage and Office expenditure,HM PRISON SERVICE,1767772,"$88,910.67 ",National Print charges,NP20 9BB,0,Programme,,,358136
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,ROYAL BOROUGH OF KINGSTON UPON THAMES,1787660,"$87,429.00 ",Rates Invoice,RATES,0,Programme,,,1251473/2011-12
HMCTS,26-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MIDDLESBROUGH COUNCIL,1793785,"$86,559.95 ",Rates Invoice,RATES,0,Programme,,,9030162813/2011-12
HMCTS,5-Oct-11,BZ999-London Region,710200-Creditors < 1 year - Trade & Other Creditors,PD PORT SERVICES LTD#IE40310176,487091,"$84,273.43 ",Admiralty dispersement,EC4A 1NL,0,Programme,,,IE40310176
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF SOUTHWARK,1787609,"$84,258.00 ",Rates Invoice,RATES,0,Programme,,,6323819/2011-12
HMCTS,19-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1785982,"$68,715.60 ",CIS Labour - Nottingham Crown Court - Construction of new walkways and lift shaft ,CIS-B25 8NB,0,Programme,,,102807
HMCTS,19-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1785982,"$13,743.12 ",VAT,CIS-B25 8NB,0,Programme,,,102807
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,METSHAPE LTD,1781505,"$13,368.88 ","Maintenance, non-structural repair and cleaning of buildings",CIS-BD16 1PY,0,Balance Sheet,,,1864
HMCTS,18-Oct-11,CZ999-South East Region,222001-Maintenance,METSHAPE LTD,1781505,"$66,844.38 ","Stage payment for the replacement the gas fired boiler installation, carry out duct work repairs & replace AHU 3 to the custody area.",CIS-BD16 1PY,0,Programme,,,1864
HMCTS,21-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,SHEFFIELD CITY COUNCIL,1787671,"$79,239.00 ",Rates Invoice,RATES,0,Programme,,,1840436/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,RESOURCE FURNITURE SERVICES LTD (RFS WORKPLACE SOLUTIONS),490824,"$12,770.40 ","Messenger, Portering and Reception Services",SE18 7TJ,0,Balance Sheet,,,75592
HMCTS,7-Oct-11,BZ999-London Region,222002-Other Property Costs,RESOURCE FURNITURE SERVICES LTD (RFS WORKPLACE SOLUTIONS),490824,"$63,852.00 ",Resource Furniture : porterage costs relating to Roll Building  moves (agreed contact variation),SE18 7TJ,0,Programme,,,75592
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF ISLINGTON,1787603,"$76,557.00 ",Rates Invoice,RATES,0,Programme,,,27985111/1112
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,CARILLION PLANNED MAINTENANCE,1770330,"$12,662.72 ","Maintenance, non-structural repair and cleaning of buildings",CIS-G72 0FT,0,Balance Sheet,,,21209895
HMCTS,7-Oct-11,BZ999-London Region,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1770330,"$63,313.59 ",CARILLION PME - RCJ Management Fee - CIS - Labour B&CE - RCJ 2011/12,CIS-G72 0FT,0,Programme,,,21209895
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1778369,"$36,158.84 ",Rental Invoice,EC2V 5WB,0,Programme,,,964650
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1778369,"$27,325.00 ",Rental Invoice,EC2V 5WB,0,Programme,,,964650
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1778369,"$6,327.80 ",VAT,EC2V 5WB,0,Programme,,,964650
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1778369,"($7,231.77)",VAT,EC2V 5WB,0,Programme,,,964650
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1778369,"$12,696.77 ",VAT,EC2V 5WB,0,Programme,,,964650
HMCTS,25-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,ATOS IT SERVICES UK LTD,1790501,"$60,000.00 ",Atos Origin - Rolls Building Infrastructure - Project Governance. CCN No. A-R-02121-01-v03. B/E IA104 NAC 532601 / F079.,WV10 6UH,F079,Programme,,,5584092396
HMCTS,25-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,ATOS IT SERVICES UK LTD,1790501,"$12,000.00 ",VAT on Atos Origin - Rolls Building Infrastructure - Project Governance. CCN No. A-R-02121-01-v03. B/E IA104 NAC 532601 / F079.,WV10 6UH,F079,Programme,,,5584092396
HMCTS,26-Oct-11,AP999-HQ - Strategy & Change,262000-SCA Costs,LIBERATA UK LTD,1794001,"$59,668.50 ","As per FSMO RFC 174b Liberata Scenario 1- transition costs £393,337 + hosting & supporting £250,200 + transaction based costs of £0.95 per individual fee activity (ceiling of 1m transactions) £950,000",NP10 8BA,0,Programme,,,81388
HMCTS,26-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LIBERATA UK LTD,1794001,"$11,933.70 ","Accounting, Invoicing and related services",NP10 8BA,0,Balance Sheet,,,81388
HMCTS,21-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1787816,"$56,505.15 ",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,,CAM014329
HMCTS,21-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1787816,"$2,591.06 ",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12,OX4 2JY,0,Programme,,,CAM014329
HMCTS,21-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1787816,($0.02),,OX4 2JY,0,Programme,,,CAM014329
HMCTS,21-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1787816,"$11,301.03 ",,OX4 2JY,0,Programme,,,CAM014329
HMCTS,21-Oct-11,CZ999-South East Region,261000-Fuel and Utilities,BRITISH GAS BUSINESS,1787816,$129.55 ,,OX4 2JY,0,Programme,,,CAM014329
HMCTS,25-Oct-11,AT899-HQ - ICT,265000-IT & Telecommunications,LOGICA UK LTD,1790964,"$58,117.00 ",L-R-2867-01 (RFC 2866 / 2867 / 2871 / 2878) XHIBIT and CREST Summer 2011 Release,CF31 9AP,0,Programme,,,358757
HMCTS,25-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1790964,"$11,623.40 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358757
HMCTS,21-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1787588,"$69,713.00 ",Rates Invoice,RATES,0,Programme,,,9003411993/2011-12
HMCTS,21-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,BRISTOL CITY COUNCIL,1787488,"$69,280.00 ",Rates Invoice,RATES,0,Programme,,,50009484444/2011-12
HMCTS,26-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,PORTSMOUTH CITY COUNCIL,1793789,"$67,534.43 ",Rates Invoice,RATES,0,Programme,,,9688504501013/2011-12
HMCTS,26-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1793784,"$67,497.00 ",Rates Invoice,RATES,0,Programme,,,900184880/2011-12
HMCTS,26-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1793784,"$67,497.00 ",Rates Invoice,RATES,0,Programme,,,900184880/2011-12
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,KIER FACILITIES SERVICES LTD,1764848,"$11,239.80 ","Maintenance, non-structural repair and cleaning of buildings",RG21 4HG,0,Balance Sheet,,,11031092
HMCTS,4-Oct-11,EZ999-Wales Region,222001-Maintenance,KIER FACILITIES SERVICES LTD,1764848,"$56,198.99 ",SEW Area - Mechanical & Electrical Costs -  Fixed Maintenance charges 2011/12.,RG21 4HG,0,Programme,,,11031092
HMCTS,26-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF GREENWICH,1793784,"$67,429.50 ",Rates Invoice,RATES,0,Programme,,,900184880/2011-12
HMCTS,21-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,NOTTINGHAM CITY COUNCIL,500494,"$67,115.00 ",Rates Invoice,RATES,0,Programme,,,6505817/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1770750,"$11,180.49 ","Maintenance, non-structural repair and cleaning of buildings",CIS-SE1 1RU,0,Balance Sheet,,,S00216544
HMCTS,7-Oct-11,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1770750,"$55,902.44 ",Mechanical and Electrical works to the new City of Westminster building,CIS-SE1 1RU,F078,Programme,,,S00216544
HMCTS,11-Oct-11,AT899-HQ - ICT,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1772523,"$55,740.00 ",CCN A-R-02931-01 Libra PAR - 3PA transition,WV10 6UH,0,Programme,,,5584091757
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,ATOS IT SERVICES UK LTD,1772523,"$11,148.00 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584091757
HMCTS,18-Oct-11,GZ999-North West Region,226000-Court Costs,CATER WALSH REPORTING LTD,495425,"$50,900.56 ",NW Region - Loggers - Apr 11 - Mar 12,DY10 1AL,0,Programme,,,505148
HMCTS,18-Oct-11,GZ999-North West Region,226000-Court Costs,CATER WALSH REPORTING LTD,495425,"$4,210.73 ",NW Region - Cat Reporters - Apr 11 - Mar 12,DY10 1AL,0,Programme,,,505148
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,CATER WALSH REPORTING LTD,495425,"$11,022.26 ","Typing, secretarial, telephonist and clerical services including agency staff",DY10 1AL,0,Balance Sheet,,,505148
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,CATER WALSH REPORTING LTD,495425,"($11,022.26)","Typing, secretarial, telephonist and clerical services including agency staff",DY10 1AL,0,Balance Sheet,,,505148
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,CATER WALSH REPORTING LTD,495425,"$11,022.26 ","Typing, secretarial, telephonist and clerical services including agency staff",DY10 1AL,0,Balance Sheet,,,505148
HMCTS,14-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,ATOS IT SERVICES UK LTD,1778286,"$10,958.65 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584092002
HMCTS,14-Oct-11,BZ999-London Region,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1778286,"$54,793.24 ",Atos Origin: Labour - Installation of Mobile Repeater mobile signal boosting.,WV10 6UH,0,Programme,,,5584092002
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EUREST SERVICES,1770455,"$10,775.08 ",Catering Services,B45 9PZ,0,Balance Sheet,,,92076321
HMCTS,7-Oct-11,BZ999-London Region,226000-Court Costs,EUREST SERVICES,1770455,"$53,875.41 ",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme,,,92076321
HMCTS,12-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,DOLPHIN COMMUNICATIONS (VOICE SYSTEMS) LTD,1776152,"$53,731.00 ","Telephony upgrade at Loughborough Support Centre, Crown House, Southfield Road, Loughborough, LE11 2TW",E7 8DR,B713,Programme,,,509917
HMCTS,12-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,DOLPHIN COMMUNICATIONS (VOICE SYSTEMS) LTD,1776152,"$10,746.20 ",,E7 8DR,B713,Programme,,,509917
HMCTS,21-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,NEWCASTLE UPON TYNE CITY COUNCIL,1787631,"$64,084.00 ",Rates Invoice,RATES,0,Programme,,,6934505811/2011-12
HMCTS,28-Oct-11,EZ999-Wales Region,532000-Tangible GBV - Additions,KIER FACILITIES SERVICES LTD,1796381,"$52,650.00 ",Panic Alarm Works,RG21 4HG,0,Programme,,,F028323
HMCTS,28-Oct-11,EZ999-Wales Region,532000-Tangible GBV - Additions,KIER FACILITIES SERVICES LTD,1796381,"$10,530.00 ",VAT,RG21 4HG,0,Programme,,,F028323
HMCTS,21-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,LEEDS CITY COUNCIL,1787585,"$62,785.00 ",Rates Invoice,RATES,0,Programme,,,900278580/2011-12
HMCTS,4-Oct-11,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1764606,"$51,104.77 ",North West Region - DTZ monthly management fee from April 2011 to January 2012,EH3 9QG,0,Programme,,,174020
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,DTZ DEBENHAM TIE LEUNG,1764606,"$10,220.95 ",Estate Management Services,EH3 9QG,0,Balance Sheet,,,174020
HMCTS,21-Oct-11,GZ999-North West Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1787939,"$51,104.77 ",North West Region - DTZ monthly management fee from April 2011 to January 2012,EH3 9QG,0,Programme,,,175646
HMCTS,21-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,DTZ DEBENHAM TIE LEUNG,1787939,"$10,220.95 ",Estate Management Services,EH3 9QG,0,Balance Sheet,,,175646
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,CITY OF LONDON,1787510,"$61,238.00 ",Rates Invoice,RATES,0,Programme,,,20026136/1112
HMCTS,28-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1796703,"$50,571.20 ",CIS Labour - Nottingham Crown - Creation of additional cells,CIS-B25 8NB,0,Programme,,,102808
HMCTS,28-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1796703,"$10,114.24 ",VAT,CIS-B25 8NB,0,Programme,,,102808
HMCTS,28-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1796703,"($10,150.24)",VAT,CIS-B25 8NB,0,Programme,,,102808
HMCTS,28-Oct-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1796703,"$10,150.24 ",VAT,CIS-B25 8NB,0,Programme,,,102808
HMCTS,26-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,EXETER CITY COUNCIL,1793782,"$60,389.42 ",Rates Invoice,RATES,0,Programme,,,700156610/2011-12
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF HOUNSLOW,1787602,"$59,718.71 ",Rates Invoice,RATES,0,Programme,,,921262545/2011-12/A
HMCTS,21-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,MAIDSTONE BOROUGH COUNCIL,1787614,"$57,589.00 ",Rates Invoice,RATES,0,Programme,,,3117108/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,DTZ DEBENHAM TIE LEUNG,1770425,"$9,555.47 ",Estate Management Services,EH3 9QG,0,Balance Sheet,,,174523
HMCTS,7-Oct-11,HZ999-North East Region,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1770425,"$47,777.35 ",HA102-DTZ Monthly Management Contractual Fees for April - October for the North East(Excluding Lodgings),EH3 9QG,0,Programme,,,174523
HMCTS,25-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,XEROX (UK) LTD,1791446,"$9,447.33 ",Hire of reprographic equipment including repair and maintenance,BN13 1QG,0,Balance Sheet,,,AF356719
HMCTS,25-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1791446,"$47,236.77 ",Xerox Consolidated PO for financial year 11/12 - AIT Rental charges,BN13 1QG,0,Admin,,,AF356719
HMCTS,11-Oct-11,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1773078,"$46,789.90 ",Stage payment for project to Install new BMS system on site including new cabling and ducting,CIS-SE1 1RU,0,Programme,,,S00216873
HMCTS,11-Oct-11,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1773078,"$9,357.98 ",VAT for Stage payment for project to Install new BMS system on site including new cabling and ducting,CIS-SE1 1RU,0,Programme,,,S00216873
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1787594,"$55,719.00 ",Rates Invoice,RATES,0,Programme,,,68125505/1112
