Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000021328,1309738
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000021329,431258
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000021330,104783
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000021331,1133349
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000021332,1387044
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000021333,1140666
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000021334,2274829
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000021335,829148
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000021336,677965
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000021337,784380
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000021338,1798158
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000021339,692809
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000021340,827752
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000021341,773719
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000021342,748102
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,ST HELENS MBC,4000021343,791296
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,STAFFORDSHIRE COUNCIL,4000021344,2331677
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000021345,876196
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,STOCKTON ON TEES,4000021346,885791
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000021347,1139041
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SUFFOLK COUNTY COUNCIL,4000021348,2044347
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SUNDERLAND CITY COUNCIL,4000021349,1171754
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SURREY COUNTY COUNCIL,4000021350,2317574
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,SWINDON BOROUGH COUNCIL,4000021351,629948
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,TAMESIDE MBC,4000021352,844619
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,TELFORD & WREKIN COUNCIL,4000021353,682456
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,THE LONDON BOROUGH OF HACKNEY,4000021354,1459188
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000021355,384876
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000021356,401553
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,THURROCK COUNCIL,4000021357,604379
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,TORBAY COUNCIL,4000021358,382781
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,TRAFFORD MB COUNCIL,4000021359,833741
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WAKEFIELD MDC,4000021360,1360315
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WALSALL MBC,4000021361,1331943
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WARRINGTON BOROUGH COUNCIL,4000021362,608822
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WARWICKSHIRE COUNTY COUNCIL,4000021363,1584252
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WEST BERKSHIRE COUNCIL,4000021364,496857
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WEST SUSSEX COUNTY COUNCIL,4000021365,1860857
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WIGAN MBC,4000021366,1144873
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WILTSHIRE COUNCIL,4000021367,1325347
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WOKINGHAM BOROUGH COUNCIL,4000021368,416767
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WOLVERHAMPTON CITY COUNCIL,4000021369,1431215
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,WORCESTERSHIRE COUNTY COUNCIL,4000021370,1731732
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,YORK CITY COUNCIL,4000021371,532036
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000021372,34825
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000021372,19125
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000021372,73349
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000021372,1309659
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000021372,703950
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,DERBYSHIRE COUNTY COUNCIL,4000021373,865920
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,RUTLAND COUNTY COUNCIL,4000021374,367250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,WEST BERKSHIRE COUNCIL,4000021375,212700
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MISCELLANEOUS EXPENDITURE,People and Change,EDENRED,4000021377,51535.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,OTHER PROGRAMME EXPENSES,Children Young People and Families Supporting Delivery Group,BIRMINGHAM CITY COUNCIL REVENUES & PAYMENTS,4000021387,166456
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,GENERAL OFFICE EXPENSES,"Strategic Analysis, Research and Policy Impact Group",BMRB LIMITED,4000021388,87973.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,IS/IT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,4000021392,26277
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,PROFESSIONAL FEES,Chief Information Officer Group,CAPGEMINI UK PLC,4000021392,116567.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,IS/IT,Chief Information Officer Group,CAPGEMINI UK PLC,4000021392,9531
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,IS/IT,Chief Information Officer Group,CAPGEMINI UK PLC,4000021392,21326.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MANAGEMENT CONSULTANCY,Chief Information Officer Group,CAPGEMINI UK PLC,4000021392,17585.87
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,CENTRAL OFFICE OF INFORMATION,4000021393,734515.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,School Resources Group,CHELSEA ACADEMY,4000021396,39543.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,CROWN BUS COMS LTD,4000021404,255066.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MISCELLANEOUS EXPENDITURE,Post 16 YPLA Resources Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,4000021407,2000000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,School Resources Group,GRACE ACADEMY  COVENTRY,4000021421,811755.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,IS/IT,Children Young People and Families Improving Information Sharing and Management Group,GREENHOUSE DESIGN LTD,4000021422,24792.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,GREENHOUSE DESIGN LTD,4000021422,9870
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,School Resources Group,HARRIS BOYS ACADEMY EAST DULWICH,4000021424,2079570.19
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,I CAN,4000021427,80633
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,OTHER PROGRAMME EXPENSES,Supporting Children and Young People Group 2,INSTITUTE FOR CRIMINAL POLICY RESEARCH,4000021428,41030
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,RESEARCH & DEVELOPMENT COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,IPSOS MORI,4000021429,55283.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,JOHN BROWN MAGAZINES LTD,4000021433,26918.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,Young People Workforce Group,KINGS COLLEGE LONDON,4000021437,26316.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,LEARNING AND SKILLS COUNCIL,4000021439,25000
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MISCELLANEOUS EXPENDITURE,Children Young People and Families Supporting Delivery Group,LEICESTER CITY COUNCIL,4000021440,119191.4
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000021443,43580
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MISCELLANEOUS EXPENDITURE,Chief Information Officer Group EFM,MCR PROPERTY GROUP,4000021446,26364.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,MOUCHEL MANAGEMENT CONSULTING LTD,4000021447,65517.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MANAGEMENT CONSULTANCY,Academies Delivery Group,NABARRO LLP,4000021448,27882.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Supporting Children and Young People Group 2,NATIONAL CHILDRENS BUREAU,4000021449,557655
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,NATIONAL CHILDRENS BUREAU,4000021449,11110.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,NATIONAL CHILDRENS BUREAU,4000021449,370318.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Curriculum and Behaviour Group,NATIONAL SCIENCE LEARNING CENTRE,4000021451,57900
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,RESEARCH & DEVELOPMENT COSTS,Young People Workforce Group,NFER TRADING LIMITED INV T,4000021453,88125
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Group,NORTH TYNESIDE,4000021456,71995
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,PKF UK LIMITED,4000021461,22278
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,PKF UK LIMITED,4000021461,23327.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,IS/IT,Finance Group Shared Services Schools and Category Management,PROCSERVE,4000021462,300250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Children Young People and Families Safeguarding Group,PROLOG,4000021463,5250
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Supporting Children and Young People Group 2,PROLOG,4000021463,60.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Safeguarding Group,PROLOG,4000021463,350787.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Standards Group,PROLOG,4000021463,256.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,GENERAL OFFICE EXPENSES,Post 16 YPLA Resources Group,PROLOG,4000021463,-10275.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,GENERAL OFFICE EXPENSES,Academies Policy and Schools Organisation Group,PROLOG,4000021463,5.4
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,QUEEN MARY UNIVERSITY OF LONDON,4000021464,33333
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,SCROLL,4000021473,97389.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,SCROLL,4000021473,15040
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,SERCO LTD,4000021474,865946.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Supporting Delivery Group,SERCO LTD,4000021474,14579.4
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,SERCO LTD,4000021474,21010.18
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MANAGEMENT CONSULTANCY,People and Change,SERCO LTD,4000021474,16047.79
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,SPECIALIST SCHOOLS AND ACADEMIES TRUST,4000021476,1084326.11
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Group,STAFFORDSHIRE COUNCIL,4000021477,86009
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Group,STOCKPORT MBC,4000021479,31531
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,OTHER PROGRAMME EXPENSES,Children Young People and Families Supporting Delivery Group,SURREY COUNTY COUNCIL,4000021480,36689.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children and Families Supporting Delivery Group,TELEPHONE HELPLINES ASSOCIATION,4000021483,39443
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000021489,83238
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,MANAGEMENT CONSULTANCY,Finance Group Shared Services and Children and Young People,TRIBAL RESOURCING LTD,4000021496,74969.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CAPITAL GRANTS,School Resources Group,UNITED LEARNING TRUST,4000021499,114512.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,GENERAL OFFICE EXPENSES,"Strategic Analysis, Research and Policy Impact Group",UNIVERSITY OF STIRLING,4000021500,48347.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,Children Young People and Families Group,WORCESTERSHIRE COUNTY COUNCIL,4000021506,52759.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Improving Information Sharing and Management Group,METHODS CONSULTING LTD,1000133,32665.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CURRENT GRANTS,Children Young People and Families Group,BATH & NORTH EAST SOMERSET COUNCIL,4000021538,120730.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Group,BDP MEDIA GROUP LTD,4000021539,30513.6
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,MANAGEMENT CONSULTANCY,Finance Group,BEARINGPOINT LTD,4000021540,53580
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CURRENT GRANTS,Children Young People and Families Group,BEDFORD BOROUGH COUNCIL,4000021541,152784.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CURRENT GRANTS,Children Young People and Families Group,BLACKPOOL BOROUGH COUNCIL,4000021542,303768
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,PROFESSIONAL FEES,Finance Group Shared Services Schools and Category Management,BRAVOSOLUTION UK LTD,4000021544,4315.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CAPITAL LICENCES & INTANGIBLES,Finance Group Shared Services Schools and Category Management,BRAVOSOLUTION UK LTD,4000021544,54230.95
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CURRENT GRANTS,Children Young People and Families Group,BRIGHTON & HOVE CITY COUNCIL,4000021545,428248
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CURRENT GRANTS,Children Young People and Families Group,CAMBRIDGESHIRE COUNTY COUNCIL,4000021547,165372
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,CONTRACT PROGRAMME EXPENDITURE,School Standards Group,CAPITA BUSINESS SERVICES LTD,4000021548,121176.58
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,COMMUNICATIONS & PUBLICITY,Corporate and Internal Communications Group,CAPITA RESOURCING LTD,4000021549,7441.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,Communications Strategy and Insight Group,CAPITA RESOURCING LTD,4000021549,2538.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,PROFESSIONAL FEES,School Standards Group,CAPITA RESOURCING LTD,4000021549,2256.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,MANAGEMENT CONSULTANCY,School Standards Group,CAPITA RESOURCING LTD,4000021549,20200.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,PROFESSIONAL FEES,Academies Delivery Group,CAPITA RESOURCING LTD,4000021549,3593.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,School Resources Group,CAPITA RESOURCING LTD,4000021549,1883.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,Education Strategy and Improvement Group,CAPITA RESOURCING LTD,4000021549,1274.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,Finance Group,CAPITA RESOURCING LTD,4000021549,4187.96
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,MANAGEMENT CONSULTANCY,Finance Group Shared Services Schools and Category Management,CAPITA RESOURCING LTD,4000021549,3038
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,Finance Group Shared Services Schools and Category Management,CAPITA RESOURCING LTD,4000021549,709.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,Finance Group Strategic Functions,CAPITA RESOURCING LTD,4000021549,6501.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,TEMPORARY (TEMP) STAFF COSTS,Chief Information Officer Group EFM,CAPITA RESOURCING LTD,4000021549,886.42
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,COMMUNICATIONS & PUBLICITY,Chief Information Officer Group,CAPITA RESOURCING LTD,4000021549,435.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,23/04/2010,MANAGEMENT CONSULTANCY,Children Young People and Families Supporting Delivery Group,CAPITA RESOURCING LTD,4000021549,2997.28
