Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,20/04/2012,Addition Clearing - OLB,Group Operations & Assurance,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00231939RI,41900.88,,Wellington House - All Floors Toilet Risers / Drainage Ref:JDE306486,Admin,
Department of Health,Department of Health,20/04/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during November 2011",Health Protection,Fresh Direct (UK) Ltd,,,28525308,28012.88,,,,
Department of Health,Department of Health,20/04/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during November 2011",Health Protection,Fresh Direct (UK) Ltd,,,28525305,39443.77,,,,
Department of Health,Department of Health,20/04/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during November 2011",Health Protection,Fresh Direct (UK) Ltd,,,28525304,98512.32,,,,
Department of Health,Department of Health,20/04/2012,Outsourcing Contract,NHS Improvement and Efficiency,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000002486,200000,,NHS Global Work,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-459055-58165,25000,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST,PUBLIC,BA1 1RL,ERS-459170-58217,25756,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,MANCHESTER PCT,PUBLIC,M23 9LH,ERS-459135-58196,25871,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SALISBURY NHS FOUNDATION TRUST,PUBLIC,SP2 8BJ,ERS-459175-58258,26976,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,S75 2PY,ERS-459080-58231,28626,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,EAST & NORTH HERTFORDSHIRE NHS TRUST,PUBLIC,BS1 2NP,ERS-459107-58293,31057,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-459085-58262,31607,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-459215-58223,33261,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ISLINGTON PCT,PUBLIC,EC1V 7LQ,ERS-459123-58188,34424,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,NE12 8EW,ERS-459151-58275,35364,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NOTTINGHAMSHIRE COUNTY TEACHING PCT,PUBLIC,NG1 6GN,ERS-459153-58193,37559,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,HUMBER NHS FOUNDATION TRUST,PUBLIC,HU10 6ED,ERS-459121-58283,38296,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORFOLK PCT,PUBLIC,NR1 3FR,ERS-459144-58203,39944,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,WHITTINGTON HOSPITAL NHS TRUST,PUBLIC,N19 5NF,ERS-459214-58248,41608,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-459084-58306,44547,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-459138-58310,45604,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,ERS-459103-58191,46222,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-459056-58161,46353,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-459113-58274,48105,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-459052-58162,50000,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-459125-58289,55002,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-459054-58164,55822.74,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-459149-58282,57477,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,M25 3BL,ERS-459115-58307,58259,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,PLYMOUTH HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,ERS-459161-58246,62312,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-459120-58290,63037,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,PUBLIC,CB3 8RE,ERS-459159-58233,64743,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-459054-58164,65803.67,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,LIVERPOOL PCT,PUBLIC,L13 1HN,ERS-459132-58194,66313,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,THE WALTON CENTRE NHS FOUNDATION TRUST,PUBLIC,L9 7LJ,ERS-459209-58230,66528,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,ERS-459095-58280,68092,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,LEEDS PARTNERSHIPS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-459127-58232,70091,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SOUTHAMPTON CITY PCT,PUBLIC,S016 4GX,ERS-459187-58189,71971,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,PUBLIC,BA1 3QE,ERS-459077-58285,73819,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-459150-58298,86198,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-459146-58216,86756,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-459141-58184,89808,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-459167-58235,92480,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-459089-58301,93243,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-459126-58303,96430,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-459099-58222,101263,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,EAST LONDON NHS FOUNDATION TRUST,PUBLIC,E1 1RD,ERS-459110-58294,108177,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SOUTH WEST SHA,PUBLIC,WF3 1WE,ERS-459185-58211,109895,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-459076-58221,119883,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-459174-58253,137273,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-459154-58236,146842,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-459093-58202,152681,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,PUBLIC,NW3 1QG,ERS-459168-58214,155396,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-459098-58264,159541,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-459147-58200,172083,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-459088-58213,178194,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-459155-58218,181024,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-459124-58245,185292,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-459173-58185,187516,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-459182-58190,193138,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-459142-58251,193421,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-459094-58313,195671,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-459092-58270,196844,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-459145-58284,197405,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-459158-58207,200766,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-459096-58288,207939,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-459204-58252,209570,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-459169-58263,214412,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-459134-58312,237450,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-459090-58208,239590,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-459053-58163,250000,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-459156-58257,282406,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-459136-58260,293680,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-459137-58311,331463,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-459205-58212,345925,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-459081-58255,354719,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-459165-58272,356158,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-459201-58267,361111,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-459188-58237,396420,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-459207-58291,422801,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-459181-58238,430944,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-459195-58273,451849,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-459128-58266,462173,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-459152-58296,475937,,0,Programme,
Department of Health,Department of Health,20/04/2012,Research & development,Research and Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-459114-58259,565029,,0,Programme,
