Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Number,PO line Description,Contract Number,Project Code
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,SHARED LIVES PLUS,VCS,L3 9JR,ERS-505636-80581,42750.5,503340,2013-14 IESD - Shared Lives Plus - Project: Shared Lives for All AIMS: 2503018,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,WOMEN'S SPORT AND FITNESS FOUNDATION,VCS,,ERS-505640-80601,57092.5,503647,2013-14 IESD - Women's Sport and Fitness Foundation - Project: The Girls' Physical Activity Excellence Hub  AIMS: 2568630,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRISTOL DRUGS PROJECT LTD,VCS,BS2 8PE,ERS-505651-80621,32848.12,507481,2013-14 IESD Bristol Drugs Project Limited AIMS: 2563583,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ACTION FOR BLIND PEOPLE,VCS,SW12 8BA,ERS-505658-80641,43800.5,504231,2013-14 IESD - Action for Blind People - Project: Living with sight loss AIMS: 2542063,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,PLAY ENGLAND,VCS,EC1V 7QE,ERS-505674-80661,204391.5,505177,"IESD 2013-14, AIMS 2499651, PLAY ENGLAND: STREETPLAY",,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,The Whitechapel Centre,VCS,L3 8DU,ERS-505723-80754,41799,509591,Section 64 Grant. WHITECHAPEL. HD025. Revenue.,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,TRINITY WINCHESTER,VCS,SO23 8DX,ERS-505727-80761,49889,509592,Section 64 Grant. Trinity Winchester. HD010. Revenue,,
,,16/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,COMMUNITY HOUSING AID,VCS,EX4 3AN,ERS-505802-80781,71219,509601,Section 64 Grant. Community Housing Aid. HD054. Revenue,,
,,16/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRIGHTON HOUSING TRUST,VCS,BN1 4PH,ERS-505804-80801,89742,509594,Section 64 Grant. BrightonHousing. HD053. Revenue,,
,,16/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,CRIME REDUCTION INITIATIVES,VCS,BN1 1YR,ERS-505811-80821,227800,509627,Section 64 Grant. CRI. HD052. Revenue,,
,,16/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRITISH ASSOCIATION FOR COUNSELLING & PSYCHOTHERAPY,VCS,LE17 4HB,ERS-505876-80841,241341,509653,Section 64 Grant. BACP. Continuation of developing e-portal.,,
,,16/10/2013,Provisions cash payment,DG: PHD,THE EILEEN TRUST,VCS,SW1H 0QS,ET-03/13-14,25370.7,504314,Eileen Trust funding,,
,,30/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,HEARING LINK,VCS,BN23 5UZ,ERS-506909-81684,56553,493109,2012-13 - IESD - Hearing Link - Project: Rehabilitation for People with Acquired Hearing Loss - AIMS 1757170,,
,,30/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRANDON CENTRE FOR COUNSELLING AND PSYCHOTHERAPY FOR YOUNG PEOPLE,VCS,NW5 3LG,ERS-506907-81682,36500,482742,2011/005 - The Brandon Centre - MST CM for Persistent Young Substance Misusers - Project under 2011-12 IESD Fund,,
,,30/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,T B ALERT,VCS,NW10 3HL,ERS-506906-81681,94643,484560,"2011/045 TB Alert - Building partnership between the public sector, third sector and service users to increase awareness of tuberculosis and improve TB services project",,
,,17/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE ROYAL COLLEGE OF PAEDIATRICS AND CHILD HEALTH,PUBLIC,WC1X 8SH,ERS-505898-80892,519728,509659,Section 64 Grant. RCPCH. Continuation of developing e-portal.,,
,,30/10/2013,Research & development,DG: RDD,ICNARC VOLUNTARY ORGANISATION,VCS,WC1V 6AZ,ERS-506857-81641,30663,479847,HTA Commissioned Research,,
,,28/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,NW1 6AQ,ERS-506626-81521,500000,505678,NHS Fellowships,,
,,18/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Elmore Community Services,SME,OX4 1UE,ERS-506065-81001,28003,509633,Section 64 Grant. Elmore Community Services. HD045. Revenue,,
,,18/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,The Brick Project,VCS,WN1 1LU,ERS-506069-81021,25956,509682,Section 64 Grant. The Brick Project. HD095a. Revenue,,
,,18/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,H3 Helping the Homeless,VCS,SK5 8DL,ERS-506073-81022,47728,509683,Section 64 Grant. H3 - Helping the Homeless. HD034. Revenue,,
,,22/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Brighter Futures Housing Association,LARGE,ST1 2QE,ERS-506130-81101,68257,509738,Section 64 Grant. Brighter Futures STOKE-ON-TRENT. HD019. Revenue,,
,,22/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,WRVS,VCS,CF23 8RP,ERS-506140-81121,100400,506415,"IESD 2013-14, AIMS 2562171, Royal Voluntary Service: From NHS Trust Hospitals to community care: Led by volunteers",,
,,22/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,EALING MENCAP,VCS,UB6 8TJ,ERS-506141-81141,86296.87,503645,2013-14 IESD - Ealing Mencap Project: Making the System Work for Me AIMS: 2542175,,
,,25/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE ROYAL COLLEGE OF PAEDIATRICS AND CHILD HEALTH,PUBLIC,WC1X 8SH,ERS-506569-81461,250000,509640,NHS Fellowships,,
,,25/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER WORKING FOR WELLBEING,VCS,EC1V 9BE,ERS-506488-81401,46967.5,494216,NHS Fellowships,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,TRIDENT REACH THE PEOPLE CHARITY,VCS,B69 4PA,ERS-506270-81181,293289,509791,Section 64 Grant. Trident. HD093. Revenue,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BREAKTHROUGH BREAST CANCER,VCS,WC1V 7EX,ERS-506314-81241,29396,493225, IESD award 2012/13 - breakthrough Breast Cancer -  AIMS 1753526,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,IN CONTROL PARTNERSHIPS,VCS,B47 6JX,ERS-506328-81261,37646.5,493440,IESD Grant - In Control AIMS - 1761956,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ASSOCIATION OF CHIEF EXECUTIVES OF VOLUNTARY ORGANISATIONS,VCS,WC1A 1NU,ERS-506338-81262,97798.5,493215,IESD  award 2012/13 - ACEVO AIMS 1734237,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE ANNA FREUD CENTRE,VCS,NW3 5SD,ERS-506345-81281,27873.5,495017,IESD Grant AIMS REF 1171321 Anna Freud,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,DOCTORS OF THE WORLD UK,VCS,E14 4JB,ERS-506353-81301,25000,483069,2011 044 Doctors of the World UK - PROJECT - Ensring access to care: delivering better and more cost effective outcomes for vulnerable people,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,FOREST BUS LTD,VCS,SO40 4BL,ERS-506357-81304,28553.5,482647,IESD award 2011/12 for Forest Bus Health Awareness Project,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL SOCIETY FOR EPILEPSY,VCS,SL9 0RJ,ERS-506358-81305,61128,493944,2012-13 IESD The National Society For Epilepsy - project: promoting early interventions,,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,RE SOLV THE SOCIETY FOR THE PREVENTION OF SOLVENT AND VOLATILE SUBSTANCE ABUSE,VCS,ST15 8AW,ERS-506359-81306,44852,493894,"IESD 2012-13, AIMS 1784505, Re-Solv: Community for Recovery: Overcoming VSM",,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE ASSOCIATION FOR REAL CHANGE,VCS,S40 1 JY,ERS-506361-81307,33343,493562,"IESD 2012-13, AIMS 1732467, The Association for Real Change, Active Support Creating an Ordinary Life",,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ASSIST UK,VCS,M8 8QA,ERS-506362-81308,58500,493892,"IESD 2012-13, AIMS 1717973, Assist UK: Better Choices, Better Caring, Better Future",,
,,23/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,DISABLED LIVING FOUNDATION,VCS,W9 2HU,ERS-506364-81309,29514,493560,"IESD 2012-13, AIMS 1771980, Disabled Living Foundation, Library of simple electronic aids",,
,,23/10/2013,Outsourcing Contract,DG: SCLGCP,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01922,207301.56,509658,Healthcare Quality Improvement Partnership (HQIP) - Dementia Care Pilot,,
,,24/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,FRAMEWORK HOUSING ASSOCIATION,VCS,NG7  6NX,ERS-506406-81321,247500,509815,Section 64 Grant. Framework LINCOLN. HD017. Capital,,
,,24/10/2013,Revenue Grants to non-profit institutions,DG: ERD,THE NATIONAL SKILLS ACADEMY FOR SOCIAL CARE,VCS,SE1 2HB,ERS-506449-81361,800000,509847,Section 67 Grant. Adult Social Care Workforce Leadership Development. Ref 2013/052,,
