Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,23/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SIGNHEALTH,ERS-541908-108221,"45,370.00","2014-15 IESD award for SignHealth's ""Improving Deaf Patients' Experience and Access Through Telecommunications Technology"" ref 54128842",HP9 2NB,,,VCS,,GB158112523
,,23/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,Amateur Swimming Association,ERS-541914-108241,"118,837.00",IESD 54078336 Dementia friendly swimming (year 2),LE11 3QF,,,VCS,,GB169227345
,,23/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SAMARITANS,ERS-541931-108261,"41,957.00",IESD - SAMARITANS - AIMS REF 54154714,KT17 2AF,,,VCS,,GB871767680
,,24/07/2015,Outsourcing Contract,DG: PHD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000430993,"34,806.05",Sheffield TH NHSFT DCRIR 2015-16 costs,S5 7AU,,,PUBLIC,,
,,24/07/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9046000028,"62,691.60",NHS Supply Chain - Pesticide testing costs 2014/15,DE55 4QJ,,,PUBLIC,,
,,24/07/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584190991,"20,856.76",,WS11 0JA,,,LARGE,,GB232327983
,,24/07/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584190992,"33,158.00",,WS11 0JA,,,LARGE,,GB232327983
,,24/07/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584191058,"65,203.44",,WS11 0JA,,,LARGE,,GB232327983
,,24/07/2015,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2926726,"36,498.55",,FY5 3TA,,,PUBLIC,,
,,24/07/2015,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,44168644,"25,575.00",RDD Programme Support - Miscellaneous,SO17 1BJ,,,PUBLIC,,
,,24/07/2015,Training (Learning and Development),DG: SCLGCP,OXFORD SAID BUSINESS SCHOOL LTD,39347,"30,000.00",MPLA course,OX1 5NY,,,PUBLIC,,
,,27/07/2015,Additions FT Financing Facility Loans,DG: Central Technical,THE ROYAL BOURNEMOUTH & CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,HAFS-18627,"3,589,000.00",,BH7 7DW,,,PUBLIC,,
,,27/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-18628,"1,200,000.00",,PR7 1GZ,,,PUBLIC,,
,,27/07/2015,Additions NHS Trust Capital Investment Loans,DG: Central Technical,WEST LONDON MENTAL HEALTH NHS TRUST,HAFS-18629,"13,138,000.00",,UB1 3EU,,,PUBLIC,,
,,27/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-18630,"1,217,000.00",,SW17 0QT,,,PUBLIC,,
,,27/07/2015,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,MID STAFFORDSHIRE NHS FOUNDATION TRUST,HAFS-18631,"312,000.00",,ST16 3SA,,,PUBLIC,,654930324
,,27/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,OXLEAS NHS FOUNDATION TRUST,HAFS-18632,"3,044,000.00",,DA2 7WG,,,PUBLIC,,
,,27/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,OXLEAS NHS FOUNDATION TRUST,HAFS-18633,"2,000,000.00",,DA2 7WG,,,PUBLIC,,
,,27/07/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SURREY & SUSSEX HEALTHCARE NHS TRUST,HAFS-18634,"550,000.00",,RH1 5RH,,,PUBLIC,,
,,27/07/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-18635,"1,967,000.00",,ST4 7LN,,,PUBLIC,,
,,27/07/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,1410022428,"146,438.16",NCCRCD Management,LS9 7TF,,,PUBLIC,,
,,27/07/2015,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,1410022430,"26,814.09",NCCRCD Management,LS9 7TF,,,PUBLIC,,
,,27/07/2015,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-542082-108342,"25,288.00",Research for Patient Benefit,OX4 2GX,,,PUBLIC,,
,,27/07/2015,Outsourcing Contract,DG: SFNHS,HEALTHLOGISTICS.CO.UK LIMITED,100551,"51,840.00",The classification and structuring of spend data for 22 Trusts. 6 Trust data FoC,HP23 6AF,,,SME,,GB834349027
,,27/07/2015,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584191107,"150,627.00",,WS11 0JA,,,LARGE,,GB232327983
,,27/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13596,"81,136.02",Capital: 2015/16 Spine 2 BJSS - Collaborative Development Call-Off Contract April - June 2015,LS1 2TW,,,SME,,GB613295452
,,27/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13597,"68,727.56",Capital: 2015/16 Spine 2 BJSS - Collaborative Development Call-Off Contract April - June 2015,LS1 2TW,,,SME,,GB613295452
,,27/07/2015,Addition Clearing - SW LIC,DG: IGT,ORACLE CORPORATION UK LTD,1481409,"34,750.80","Capital: 2015/16 Spine 2 Oracle -Additional 2 Access licenses as detailed in CCN	 ",RG6 1RA,,,LARGE,,GB391313073
,,27/07/2015,Service charge,DG: IGT,ORACLE CORPORATION UK LTD,1481409,"7,691.51"," Revenue: 2015/16 Spine 2 Oracle - Update and Support agreement	 ",RG6 1RA,,,LARGE,,GB391313073
,,27/07/2015,Service charge,DG: IGT,BT GROUP PLC,380937,"668,237.87",Revenue: 2014/15 Spine 2 BT SUS transitional Services (T&M options),NW9 5BA,,,LARGE,,GB245719348
,,27/07/2015,Service charge,DG: IGT,BT GROUP PLC,380937,-0.01,,NW9 5BA,,,LARGE,,GB245719348
,,27/07/2015,Service charge,DG: IGT,BT GROUP PLC,381987,"228,974.40",Revenue: 2014/15 Spine 2 BT SUS transitional Services (T&M options),NW9 5BA,,,LARGE,,GB245719348
,,27/07/2015,Service charge,DG: IGT,IMS Health Technology Services Limited,4122000982,"85,667.00","Revenue: 2015/16 SUS Spine IMS Health  CCN 001 SUS Live Service Agreement 12 Month Contract 1516	 ",ST8 0LQ,,,LARGE,,GB678124612
,,27/07/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10209,"177,500.00","Revenue: 2015/16 SUS Spine Intechnology - The Provision of G-Cloud Services (DBaaS) 14 month until March 2016 	 ",HG3 1UG,,,SME,,
,,27/07/2015,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,129617,"24,543.39",Nursery Milk Reimbursement Unit (NMRU) - 1st February 2015 to 31st March 2016,LE16 9NR,,,SME,,GB817665306
,,27/07/2015,Consultancy/Professional Advice,DG: SCLGCP,KPMG LLP,5501056148,"102,510.00",Evaluation support & due diligence,E14 5AG,,,LARGE,,GB791788859
,,27/07/2015,Outsourcing Contract,DG: SFNHS,CROWN COMMERCIAL SERVICE (CCS),SINMIS5941,"416,666.66",CCS Managed service fee Q3 & 4 2014/15,L3 9PP,,,PUBLIC,,GB888810373
,,27/07/2015,Professional fees,DG: SFNHS,ROYAL COLLEGE OF GENERAL PRACTITIONERS RCGP,INVOTH-001522,"42,335.40",Royal College of General Practitioners training for staff to support GP practices in special measures,EC4M 9DQ,,,PUBLIC,,GB997334369
,,27/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,ERS-542081-108347,"83,495.22",HTA Commissioned Research,SW7 2AZ,,,PUBLIC,,
,,27/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTH SOMERSET COUNCIL,ERS-541144-107404REPAID,"514,000.00",Social Care Capital Grant 2015/16,BS23 1LL,,,PUBLIC,,
,,27/07/2015,Revenue Grants to local authorities,DG: SCLGCP,NORTH SOMERSET COUNCIL,ERS-541282-107560REPAID,"223,020.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",BS23 1LL,,,PUBLIC,,
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"247,728.73",OC/2015/01 - Non Transferring staff,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"10,897.40",OC/2015/06 - Expenses,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"5,825.75",OC/2015/04 - Transferring Staff,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"24,766.90",OC/2015/07 - Other overheads and profit,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"16,401.05",OC/2015/08 - Premises,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"40,700.00",OC/2015/09- Business Support,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90194072,"1,128.95",OC/2015/05 - OPC Adjustment Charge,GU21 6QX,,,LARGE,,GB900540375
,,28/07/2015,Outsourcing Contract,DG: ERD,METHODS CONSULTING,SIN016722,"161,137.81",NHS Jobs 1/2/12- 31/1/17,EC1A 4EN,,,SME,,GB859140314
,,28/07/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584191344,"34,670.00",,WS11 0JA,,,LARGE,,GB232327983
,,28/07/2015,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584191369,"1,695,791.92",,WS11 0JA,,,LARGE,,GB232327983
,,28/07/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),454609,"30,687.07","Revenue NHS Mail charges for the  Period commencing FY15/16: Core contract to cover spend for AVAS support services and AVAS licenses between April - September 2015 	 ",RG12 1RW,,,LARGE,,GB232303710
,,28/07/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),454612,"1,132,200.00",Revenue charges for the Period commencing FY15/16: Vodafone NHS Mail Extension - Fixed Price Core Services: April - December 15 charges and Transitional Assistance: April - September 15 charges.,RG12 1RW,,,LARGE,,GB232303710
,,28/07/2015,IT minor costs non capital,DG: PHD,SAPIENT LTD,36935,"30,748.75","Change request ACCEA 12, SOW 124/CR16/PID 98742",E1 6DU,,,LARGE,,GB718603436
,,28/07/2015,Capital Grants to local authorities,DG: SCLGCP,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-541152-107409REPAID,"625,000.00",Social Care Capital Grant 2015/16,OL1 1UH,,,PUBLIC,,
,,28/07/2015,Capital Grants to local authorities,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-541188-107440REPAID,"715,000.00",Social Care Capital Grant 2015/16,SK1 3XE,,,PUBLIC,,
,,28/07/2015,Revenue Grants to local authorities,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-541190-107602REPAID,"309,741.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SK1 3XE,,,PUBLIC,,
,,28/07/2015,Revenue Grants to local authorities,DG: SCLGCP,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-541289-107565REPAID,"270,913.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",OL1 1UH,,,PUBLIC,,
,,28/07/2015,Capital Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-542152-108361,"380,000.00",2015/019 Skills for Care - Capital Grant to enhance existing IT system,LS1 2RP,,,VCS,,GB853047922
,,29/07/2015,DH Support to Mergers,DG: Central Technical,ROYAL FREE LONDON NHS FOUNDATION TRUST,I0103814,"1,895,000.00",Implementation of Barnet and Chase Farm Operational Efficiency,NW3 2QG,,,PUBLIC,,
,,29/07/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9046000032,"783,922.71",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st April to 31st July 2015,DE55 4QJ,,,PUBLIC,,
,,29/07/2015,Publicity & advertising,DG: ERD,GFK UK LTD,8272015499,"40,000.00",NHS staff survey on Ebola,E14 5LQ,,,LARGE,,
,,29/07/2015,Research & development,DG: RDD,RAND EUROPE CIC,15359/10073-64,"41,686.83",PROJECTS,CB4 1YG,,,SME,,GB599625179
,,30/07/2015,Outsourcing Contract,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,8211730,"198,961.00",UK Cochrane Centre ,OX3 7HE,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-542202-108439,"2,552,320.00",Comprehensive Networks,E1 8PR,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-542202-108439,"23,125.00",Comprehensive Networks,E1 8PR,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,BARTS HEALTH NHS TRUST,ERS-542202-108439,"16,666.00",Experimental Cancer Medicine Centres,E1 8PR,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-542203-108438,"28,636.00",Research Capability Funding (STANDARD),RG7 4BQ,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-542206-108405,"16,359.61",HTA Customer Priority Research,CB2 2QQ,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-542206-108405,"20,833.00",Experimental Cancer Medicine Centres,CB2 2QQ,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-542208-108437,"113,314.00",Research Capability Funding (STANDARD),NW1 0PE,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-542210-108421,"20,290.00",Experimental Cancer Medicine Centres,M13 0JR,,,PUBLIC,,GB654415538
,,30/07/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-542210-108421,"25,321.00",Network Research Capability Funding,M13 0JR,,,PUBLIC,,GB654415538
,,30/07/2015,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-542210-108421,"1,413,917.00",Network Research Capability Funding,M13 0JR,,,PUBLIC,,GB654415538
,,30/07/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-542214-108409,"1,873,460.00",Comprehensive Networks,SE1 9RT,,,PUBLIC,,GB654923417
,,30/07/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-542214-108409,"19,695.00",Comprehensive Networks,SE1 9RT,,,PUBLIC,,GB654923417
,,30/07/2015,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-542214-108409,"8,333.00",Experimental Cancer Medicine Centres,SE1 9RT,,,PUBLIC,,GB654923417
,,30/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-542215-108424,"8,333.00",Experimental Cancer Medicine Centres,W12 0HS,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-542215-108424,"20,344.00",Network Research Capability Funding,W12 0HS,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-542215-108424,"1,046,042.00",Network Research Capability Funding,W12 0HS,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-542222-108411,"17,944.00",Network Research Capability Funding,NR4 7UY,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-542222-108411,"1,702,731.00",Network Research Capability Funding,NR4 7UY,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,NORTH YORKSHIRE & HUMBER CSU 0AV,ERS-542223-108440,"27,520.00",NIHR Fellowships,WF3 1WE,,,PUBLIC,,GB654443826
,,30/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-542224-108420,"21,195.00",Experimental Cancer Medicine Centres,OX3 7HE,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-542224-108420,"15,450.00",Network Research Capability Funding,OX3 7HE,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-542224-108420,"1,125,405.00",Network Research Capability Funding,OX3 7HE,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-542227-108406,"19,534.00",Network Research Capability Funding,EX2 5DW,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-542227-108406,"925,063.00",Network Research Capability Funding,EX2 5DW,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-542228-108414,"20,072.00",Network Research Capability Funding,L7 8XP,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-542228-108414,"1,324,480.00",Network Research Capability Funding,L7 8XP,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-542229-108401,"30,884.00",Invention for Innovation,GU2 7XX,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-542229-108401,"27,942.00",Network Research Capability Funding,GU2 7XX,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-542229-108401,"1,246,458.00",Network Research Capability Funding,GU2 7XX,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-542231-108408,"8,333.00",Experimental Cancer Medicine Centres,S5 7AU,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-542231-108408,"22,430.00",Network Research Capability Funding,S5 7AU,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-542231-108408,"2,345,863.00",Network Research Capability Funding,S5 7AU,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-542237-108418,"1,608,433.00",Comprehensive Networks,NE7 7DN,,,PUBLIC,,GB654968777
,,30/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-542237-108418,"20,064.00",Comprehensive Networks,NE7 7DN,,,PUBLIC,,GB654968777
,,30/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-542237-108418,"19,737.00",Experimental Cancer Medicine Centres,NE7 7DN,,,PUBLIC,,GB654968777
,,30/07/2015,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-542239-108410,"25,401.00",Network Research Capability Funding,WV10 0QP,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-542239-108410,"2,477,164.00",Network Research Capability Funding,WV10 0QP,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-542243-108412,"34,402.00",Research for Patient Benefit,M23 9LT,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-542244-108407,"16,666.00",Experimental Cancer Medicine Centres,SO52 9AB,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-542244-108407,"20,023.00",Network Research Capability Funding,SO52 9AB,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-542244-108407,"1,274,673.00",Network Research Capability Funding,SO52 9AB,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"7,280.22",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"2,760.89",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"33,826.33",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"20,130.00",Network Research Capability Funding,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"1,045,396.00",Network Research Capability Funding,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"14,088.00",HTA Commissioned Research,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-542246-108402,"14,346.00",Commissioned EME,BS99 1YF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-542248-108422,"1,699,709.00",Comprehensive Networks,LE5 4QF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-542248-108422,"20,028.00",Comprehensive Networks,LE5 4QF,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-542248-108422,"9,455.00",Experimental Cancer Medicine Centres,LE5 4QF,,,PUBLIC,,
,,30/07/2015,Storage costs,DG: GOAD,TNT UK Ltd (TNT Business Solutions),FASTER PAYT,"24,469.40","File Storage and retrieval Accounts 1009,1147,1181a,1181b,BL01,CIP01,CIP01CSL,ECK01,LPC01.",BL0 9AR,,,LARGE,,GB354715057
,,30/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13555,"380,870.00","Capital: 2015/16 ERS BJSS Software Development and Assurance - External Software Development - Initial Phase 	 ",LS1 2TW,,,SME,,GB613295452
,,30/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13556,"455,080.00","Capital: 2015/16 ERS BJSS Software Development and Assurance - External Software Development - Initial Phase 	 ",LS1 2TW,,,SME,,GB613295452
,,30/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13572,"338,340.00","Capital: 2015/16 ERS BJSS Software Development and Assurance - External Software Development - Initial Phase 	 ",LS1 2TW,,,SME,,GB613295452
,,30/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13573,"1,062,540.00","Capital: 2015/16 ERS BJSS Software Development and Assurance - External Software Development - Initial Phase 	 ",LS1 2TW,,,SME,,GB613295452
,,30/07/2015,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90334540,"31,207.50","Capital: 2015/16  SUS Spine Mastek MAS1-3-020 Implementation of R15.1 In the Live Environment 	 ",RG1 8BW,,,LARGE,,GB849750580
,,30/07/2015,Outsourcing Contract,DG: SFNHS,OFFICE FOR NATIONAL STATISTICS ONS,1029983,"57,315.00",The provision of and analysis of national statistics on cancer registration in England.,NP10 8XG,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-542204-108426,"55,495.00",Cancer - Prostate,BS8 1TH,,,PUBLIC,,GB991261800
,,30/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-542207-108427,"35,087.00",Cancer - Prostate,CB2 1TN,,,PUBLIC,,GB823847609
,,30/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-542207-108427,"4,262.17",HTA Researcher Lead,CB2 1TN,,,PUBLIC,,GB823847609
,,30/07/2015,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-542211-108428,"25,562.42",HTA Commissioned Research,DD1 4HN,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-542218-108430,"30,830.47",HTA Commissioned Research,LS2 9JT,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-542218-108430,"162,816.00",Consumers - Involve,LS2 9JT,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-542219-108431,"63,015.00",Invention for Innovation,M13 9PL,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-542225-108432,"5,000.00",Cochrane (CRG) Incentives,OX1 2XN,,,PUBLIC,,GB195275334
,,30/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-542225-108432,"13,005.00",HTA Commissioned Research,OX1 2XN,,,PUBLIC,,GB195275334
,,30/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-542225-108432,"51,245.00",Cancer - Prostate,OX1 2XN,,,PUBLIC,,GB195275334
,,30/07/2015,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,ERS-542235-108434,"96,905.00",Invention for Innovation,SO17 1BJ,,,PUBLIC,,
,,30/07/2015,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-542251-108435,"99,460.86",HTA Commissioned Research,YO10 5DD,,,PUBLIC,,
,,30/07/2015,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,CF-7/2015-16,"80,014.96",Caxton Foundation funding for beneficiary support,EN4 9NX,,,VCS,,
