Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,384.01
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,651.92
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,14.98
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Teachers Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,879.68
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Teachers Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,279.33
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Teachers Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,140.37
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Teachers Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,247.52
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1896.29
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,502.91
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,110.47
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Personnel Related,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to subsistence and lodging allowances for official duty,4000069084,34.12
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,330.75
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Office of the Schools Commissioner Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,395.47
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Free School Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,42.99
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Free School Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,29.58
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Free School Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,765.97
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Free School Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,116.79
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,85.56
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Private Office ,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,16.96
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Private Office ,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,42.7
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Private Office ,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,460.08
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Private Office ,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,103.83
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Internal Audit,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,592.06
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Personnel Related,Internal Audit,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff expenses including membership fees to professional bodies and CRB checks,4000069084,160.4
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Communications Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,220.61
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Communications Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,839.34
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Communications Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,8.45
Department for Education,STANDARDS AND TESTING AGENCY,09/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1288.28
Department for Education,STANDARDS AND TESTING AGENCY,09/01/2012,Travel and Events,Standards and Testing Agency Test Support Division,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-18.22
Department for Education,STANDARDS AND TESTING AGENCY,09/01/2012,Travel and Events,Standards and Testing Agency Test Operation Division,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,727.04
Department for Education,STANDARDS AND TESTING AGENCY,09/01/2012,Travel and Events,Standards and Testing Agency Test Development Division,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-56.84
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Directorate Support Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,38.6
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,354.28
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,904.11
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,154.68
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,823.37
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,92.43
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,712.82
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,725.71
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,453.81
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1658.84
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,5025.72
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,128.23
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,441.08
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,662.92
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,641.94
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,352.46
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1572.14
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,111.78
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1046.96
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1522.88
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1036.18
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,778.23
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,884.74
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1213.32
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1485.59
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1442.36
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,234.81
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,1506.97
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,133
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,655.19
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069879,252.65
