Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58990,4.40,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58990,9.34,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58990,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58990,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58990,15.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Mileage Allowance UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",58991,93.69,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",58991,22.00,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",58991,33.09,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Rail Travel UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",58991,59.00,BLG Devolved Admin-Rail Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58992,208.80,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",58992,14.00,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",58992,15.00,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58992,5.00,Legal Services Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58992,15.00,Legal Services Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Taxi Services UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",58993,27.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Rail Travel Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",58994,3.34,E&M Devolved Admin-Rail Travel Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",58994,5.08,E&M Devolved Admin-Subsistence Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Air Travel UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58995,40.00,E&M Devolved Admin-Air Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58995,19.80,E&M Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58995,34.20,E&M Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58995,5.00,E&M Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Taxi Services UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58995,38.40,E&M Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - Innovation Directorate,DESIGN COUNCIL,59003,367636.00,Design Council-Current Grants To Private Sector - NPISH,WC2E 7DL,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Criminal Law and Prosecution Work,Legal Services - Legal Services,JANA KOHL T/A TRANSLAW,59006,245.00,Prosecution Witness & Expenses-Criminal Law and Prosecution Work,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Training And Development Expenditure,Finance & Commercial Group - Information and Technology Directorate,PDP TRAINING,59007,2268.60,F&C Devolved Admin-Training And Development Expenditure,SW4 0JY,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",29/09/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,59008,11167.50,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Technical Advice / Services & Support,Finance & Commercial Group - Information and Technology Directorate,CONCERTO PARTNERS LLP,59010,5940.00,Assurance Reviews And PPM Capability-Technical Advice / Services & Support,WC2A 1PP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Central Telecommunications Services,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,CABINET OFFICE,59012,735.00,MPST Devolved Admin-Central Telecommunications Services,CF14 3UW,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Finance & Accounting Advice,Shareholder Executive - British Business Bank,KPMG LLP,59013,76156.74,ECF Investment Programme-Finance & Accounting Advice,E14 5GL,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Training And Development Expenditure,Economics & Markets - Consumer and Competition Policy,REGULATORY POLICY INSTITUTE,59016,653.40,BLG Devolved Admin-Training And Development Expenditure,OX2 7ED,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Publications,Knowledge & Innovation Group - DG/Finance & Corporate Planning,JONES YARRELL LEADENHALL,59019,59.22,K&I Devolved Admin-Publications,E3 3JG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Payment for Shared Services,Economics & Markets - Analysis Directorate,DEPARTMENT FOR EDUCATION,59025,27382.18,E&M Devolved Admin-Payment for Shared Services,CF14 3UW,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Training And Development Expenditure,Enterprise & Skills Group - Better Regulation Delivery Office,CIVIL SERVICE COLLEGE LTD,59027,495.00,E&S Devolved Admin-Training And Development Expenditure,SW1H 9BU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Other Training Costs,Economics & Markets - Analysis Directorate,CAPITA BUSINESS SERVICES LTD,59029,-293.00,E&M Devolved Admin-Other Training Costs,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Other Training Costs,Economics & Markets - Analysis Directorate,CAPITA BUSINESS SERVICES LTD,59029,586.00,E&M Devolved Admin-Other Training Costs,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Other Training Costs,Economics & Markets - Analysis Directorate,CAPITA BUSINESS SERVICES LTD,59030,281.00,E&M Devolved Admin-Other Training Costs,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Learning and Dev - CS Skills,Enterprise & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,59032,-176.00,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Learning and Dev - CS Skills,Enterprise & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,59032,126.00,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Learning and Dev - CS Skills,Enterprise & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,59032,226.00,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Learning and Dev - CS Skills,Enterprise & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,59032,226.00,E&S Devolved Admin-Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Hire of Interim Managers,Shareholder Executive - British Business Bank,IRG ADVISORS LLP T/A ODGERS BERNDTSON,59064,10836.00,Central Functions-Hire of Interim Managers,EC4M 6XD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Hire of Agency Staff,Enterprise & Skills Group - Enterprise Directorate,BROOK STREET (UK) LTD,59072,895.28,E&S Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/09/2014,Hire of Agency Staff,Enterprise & Skills Group - Enterprise Directorate,BROOK STREET (UK) LTD,59073,648.67,E&S Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,BROOK STREET (UK) LTD,59074,547.92,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/09/2014,Clearing Account   - Cost - Information Technology,Enterprise & Skills Group - Better Regulation Delivery Office,BROOK STREET (UK) LTD,59075,1394.60,BRDO: PA System Support-Clearing Account   - Cost - Information Technology,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Central Telecommunications Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),59076,18.99,F&C Devolved Admin-Central Telecommunications Services,DH98 1BT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,ICT Business Specific Application Services,Finance & Commercial Group - Information and Technology Directorate,BRITISH TELECOMMUNICATIONS plc (BT),59076,113.73,E&M Devolved Admin-ICT Business Specific Application Services,DH98 1BT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Publications,Legal Services - Legal Services,BLACKWELL UK LTD,59081,345.00,Legal Services Admin-Publications,OX1 2YX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Enforcement,"Business & Local Growth - Energy, Chemicals and Agri-Tech",LGC LTD,59082,11804.06,MC&PR: Product Regulations-Enforcement,TW11 0LY,GRANT
