"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,23.97,SABR Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,16.86,SABR Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,4.27,SABR Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Hotel & Accommodation Overseas,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",1941,127.14,SABR Devolved Admin - Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence Overseas,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",1941,30.46,SABR Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence Overseas,Markets and Local Growth - MLG - Labour Market,"Personal Expense, Name Witheld",1941,20.00,SABR Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,9-12 BELL YARD,1947,1790.40,Prosecution Agents - Criminal Law and Prosecution Work,WC2A 4JR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Hire of Agency Staff,Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1950,650.72,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Other Accommodation Charges,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",ONE WORLD WATER LTD T/A AQUAID (LONDON CENTRAL),1953,53.64,Innovation Space: Facilitator - Other Accommodation Charges,E8 4QN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Professional Training,"Strategy, Analysis and Better Regulation - SABR - Analysis Directorate",CAPITA BUSINESS SERVICES LTD,1955,281.00,SABR Non Devolved Admin - Professional Training,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Occupational Health Service,"People, Comminications and Effectiveness Group - PCE - Human Resources",MEDIGOLD HEALTH CONSULTANCY LTD,1957,2845.00,SABR Non Devolved Admin - Occupational Health Service,NN4 7BF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Professional Training,Finance & Commercial Group - F&C - Finance Group,KAPLAN FINANCIAL LTD,1960,755.83,SABR Devolved Admin - Professional Training,SE1 1HR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,9-12 BELL YARD,1964,120.00,Prosecution Agents - Criminal Law and Prosecution Work,WC2A 2JR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Stationery,Shareholder Executive - Shareholder Executive,BANNER BUSINESS SERVICES LTD,1966,51.05,SABR Devolved Admin - Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",CAPITA RESOURCING LTD,1969,1785.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Grant-In-Aid to Arms Length Bodies,Business & Skills Group - Skills Directorate,UK COMMISSION FOR EMPLOYMENT AND SKILLS (UKCES),1970,7520000.00,UKCES NB - Grant-In-Aid to Arms Length Bodies,S63 5NB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,ICT Maintenance & Upkeep,Finance & Commercial Group - F&C - Commercial Directorate,FCO SERVICES,1971,10450.00,SCOPE Intellegence - ICT Maintenance & Upkeep,MK19 7BH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Professional Training,Finance & Commercial Group - F&C - Finance Group,KAPLAN FINANCIAL LTD,1972,54.16,SABR Devolved Admin - Professional Training,SE1 1HR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Professional Training,Finance & Commercial Group - F&C - Finance Group,KAPLAN FINANCIAL LTD,1972,145.00,SABR Devolved Admin - Professional Training,SE1 1HR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,PPM (Project & Programme Management),Business & Skills Group - Enterprise Directorate,CAPITA BUSINESS SERVICES LTD,1973,250.00,SABR Devolved Admin - PPM (Project & Programme Management),DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Business Rates,Finance & Commercial Group - F&C - Commercial Directorate,PLYMOUTH CITY COUNCIL,1977,82.82,SABR Devolved Admin - Business Rates,PL1 2AA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Business Rates,Finance & Commercial Group - F&C - Commercial Directorate,PLYMOUTH CITY COUNCIL,1979,82.82,SABR Devolved Admin - Business Rates,PL1 2AA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence UK,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,"Personal Expense, Name Witheld",1981,2.90,SABR Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence UK,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,"Personal Expense, Name Witheld",1981,3.48,SABR Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,"Personal Expense, Name Witheld",1981,93.87,SABR Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Research and Development Expenditure,Knowledge & Innovation Group - KIG - Innovation Directorate,ORDNANCE SURVEY,1985,27544460.00,Public Sector Mapping Agreement Contract - Research and Development Expenditure,SO16 0AS,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,1989,1078.69,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Enforcement,Business & Skills Group - Advanced Manufacturing Services,VEHICLE CERTIFICATION AGENCY,1992,191667.00,GET: WEEE Directive: Sustainable Development And Regulation - Enforcement,BS5 6XX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Professional Training,"Strategy, Analysis and Better Regulation - SABR - Analysis Directorate",CAPITA BUSINESS SERVICES LTD,1994,281.00,SABR Non Devolved Admin - Professional Training,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Hire of Agency Staff,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1997,597.96,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Security Policy Service,Finance & Commercial Group - F&C - Commercial Directorate,CESG,1999,136.00,SABR Devolved Admin - Security Policy Service,9LS2 5AJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Learning and Dev - CS Skills,"Strategy, Analysis and Better Regulation - SABR - Strategy and Growth",CAPITA BUSINESS SERVICES LTD,2001,197.00,SABR Devolved Admin - Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Leadership & People Management,Markets and Local Growth - MLG - Labour Market,CAPITA BUSINESS SERVICES LTD,2005,370.00,SABR Devolved Admin - Leadership & People Management,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Leadership & People Management,Markets and Local Growth - MLG - Labour Market,CAPITA BUSINESS SERVICES LTD,2005,1820.00,SABR Devolved Admin - Leadership & People Management,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,"Personal Expense, Name Witheld",2010,1500.00,IGPF: UK-India Partnership in Regenerative Medicine - Current Grants To Private Sector - NPISH,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Stationery,Finance & Commercial Group - F&C - Commercial Directorate,BANNER BUSINESS SERVICES LTD,2014,11.04,SABR Devolved Admin - Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Research and Development Expenditure,Government Office for Science - GOS - Government Office for Science,"Personal Expense, Name Witheld",2015,228.26,Foresight: Other - Research and Development Expenditure,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Translation Services,Markets and Local Growth - MLG - Local Growth Directorate,FCO SERVICES,2016,799.75,SABR Devolved Admin - Translation Services,MK19 7BH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Translation Services,Markets and Local Growth - MLG - Local Growth Directorate,FCO SERVICES,2016,2200.00,SABR Devolved Admin - Translation Services,MK19 7BH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Telecoms,Finance & Commercial Group - F&C - Commercial Directorate,DAISY COMMUNICATIONS LTD,2028,1645.02,SABR Devolved Admin - Telecoms,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Stationery,Shareholder Executive - Shareholder Executive,BANNER BUSINESS SERVICES LTD,2033,368.79,SABR Devolved Admin - Stationery,NR3 1QU,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Taxi Services UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2041,20.00,MLG Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2041,26.45,MLG Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2041,10.00,MLG Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Other Travel,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2041,7.05,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",2042,184.50,Legal Services Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Mileage Allowance Overseas,Legal Services - Legal Services,"Personal Expense, Name Witheld",2042,4.00,Legal Services Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Rail Travel UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2043,6.90,MLG Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Taxi Services UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2043,10.00,MLG Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",2043,5.89,MLG Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
