Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,20-Jan-11,Professional fees,WORKFORCE,METHODS CONSULTING,100013043,27416.64,,,
Department of Health,Department of Health,21-Jan-11,Grants to non profit institutions (CUR),CHIEF NURSING OFFICER,CHILDRENS HOSPICES UK,ERS-419461-40486,120000,,,
Department of Health,Department of Health,21-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731410,104691.66,,,
Department of Health,Department of Health,21-Jan-11,Utilities,FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),151804,35714.61,,,
Department of Health,Department of Health,21-Jan-11,Rates,FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),151804,101694.8,,,
Department of Health,Department of Health,21-Jan-11,Rates,FINANCE & OPERATIONS (DM),SOUTHWARK LONDON BOROUGH COUNCIL,6323717-310311,464072.19,,,
Department of Health,Department of Health,21-Jan-11,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),151804,477569.1,,,
Department of Health,Department of Health,21-Jan-11,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,YORKSHIRE & THE HUMBER SHA,19594647,51082.86,,,
Department of Health,Department of Health,21-Jan-11,Professional fees,HEALTH PROTECTION AND IMPROVEMENT,MULTI RESOURCE MARKETING LTD,120913,54453.59,,,
Department of Health,Department of Health,21-Jan-11,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,AFRICAN HIV POLICY NETWORK,AHPN2010Q4,250000,,,
Department of Health,Department of Health,21-Jan-11,Professional fees,HEALTH PROTECTION AND IMPROVEMENT,PLYMOUTH HOSPITALS NHS TRUST,826923,480000,,,
Department of Health,Department of Health,21-Jan-11,Revenue Grants to Other Bodies,HEALTH PROTECTION AND IMPROVEMENT,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),1329528,1063775,,,
Department of Health,Department of Health,21-Jan-11,Staff Recharges,HEALTH PROTECTION AND IMPROVEMENT,HAMPSHIRE COUNTY COUNCIL,40000089,21838.47,,,
Department of Health,Department of Health,21-Jan-11,Staff Recharges,HEALTH PROTECTION AND IMPROVEMENT,BRIGHTON & HOVE CITY TEACHING PCT,40000090,25786.11,,,
Department of Health,Department of Health,21-Jan-11,Staff Recharges,HEALTH PROTECTION AND IMPROVEMENT,BRIGHTON & HOVE CITY TEACHING PCT,40000091,20872.43,,,
Department of Health,Department of Health,21-Jan-11,Staff Recharges,HEALTH PROTECTION AND IMPROVEMENT,HEREFORDSHIRE PCT,40000093,25764.9,,,
Department of Health,Department of Health,21-Jan-11,Computer Maintenance,INFORMATICS,PROBRAND LTD,12262896,84874.13,,,
Department of Health,Department of Health,21-Jan-11,Computer Maintenance,INFORMATICS,PROBRAND LTD,12262906,82757.87,,,
Department of Health,Department of Health,21-Jan-11,Computer Maintenance,INFORMATICS,PROBRAND LTD,12285699,55778.57,,,
Department of Health,Department of Health,21-Jan-11,Training Expenses,INFORMATICS,UNIVERSITY OF NOTTINGHAM,12310955,44119,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,118.23,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,78.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,976.58,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,226.45,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,87.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1004.71,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,525.61,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,118.23,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1783.69,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,174.44,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,113.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1714.81,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,3799.16,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1444.06,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,906.09,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,2323.2,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1061.34,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,5392.77,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,87.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,835.47,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,802.9,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,284.46,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,284.46,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,703.16,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,143.35,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,200.44,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1430.69,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,452.68,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,953.28,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1310.52,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,451.89,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,225.46,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,437.61,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,5591.05,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1082.02,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,593.35,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1932.88,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,166.23,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,2384.6,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,87.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,253.45,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,3136.73,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,174.44,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,2503.77,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,87.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1008.86,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,87.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,247.67,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,445.17,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,1181.58,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,761.88,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,462.44,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,687.19,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,674.84,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,87.22,,,
Department of Health,Department of Health,21-Jan-11,Travel & Subsistence,INFORMATICS,HRG UK,12302802,234.82,,,
Department of Health,Department of Health,21-Jan-11,Conferences & seminars,NHS FINANCE PERFORMANCE & OPERATIONS,NHS CONFEDERATION,4447,46500,,,
Department of Health,Department of Health,21-Jan-11,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,1000001562,342735.92,,,
Department of Health,Department of Health,21-Jan-11,Outsourcing Contract,POLICY & STRATEGY,OXFORD UNIVERSITY,RTHP0/20071658,180000,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-419477-40507,31492.73,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,LEEDS PARTNERSHIPS NHS FOUNDATION TRUST,ERS-419506-40506,31914,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,MANCHESTER UNIVERSITY OF,ERS-419480-40516,36574.08,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,DURHAM UNIVERSITY OF,ERS-419505-40513,39952,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-419508-40509,56840,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,SURREY UNIVERSITY OF,ERS-419478-40519,60379.2,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,TECHNOLOGY STRATEGY BOARD (TSB),ERS-419500-40512,62500,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,EAST MIDLANDS SHA,ERS-419501-40505,84592.29,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,NORTH EAST SHA,ERS-419502-40503,145918.38,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,YORKSHIRE & THE HUMBER SHA,ERS-419503-40504,149059.21,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,TECHNOLOGY STRATEGY BOARD (TSB),ERS-419499-40511,500000,,,
Department of Health,Department of Health,21-Jan-11,Research & development,R&D,SOUTHAMPTON UNIVERSITY OF,ERS-419493-40518,3059141.47,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,BRADFORD CITY COUNCIL,ERS-419456-40481,29575,,,
Department of Health,Department of Health,21-Jan-11,Outsourcing Contract,SOCIAL CARE,CENTRAL OFFICE OF INFORMATION (COI),731380,32820,,,
Department of Health,Department of Health,21-Jan-11,Other programme expenditure,SOCIAL CARE,TREASURY SOLICITORS DEPARTMENT (TSOL),105757,42923.91,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,ENFIELD LONDON BOROUGH COUNCIL,ERS-419450-40482,54810,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-419434-40464,97000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SOUTH TYNESIDE COUNCIL,ERS-419437-40465,107000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-419442-40467,120000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SALFORD CITY COUNCIL,ERS-419430-40461,143000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,NEWCASTLE UPON TYNE CITY COUNCIL,ERS-419444-40468,147000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,ROTHERHAM BOROUGH COUNCIL,ERS-419423-40441,147000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-419433-40463,150000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-419431-40462,167000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,LEEDS CITY COUNCIL,ERS-419522-40522,276000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,LIVERPOOL CITY COUNCIL,ERS-419523-40523,281000,,,
Department of Health,Department of Health,21-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,BIRMINGHAM CITY COUNCIL,ERS-419518-40521,448000,,,
Department of Health,Department of Health,21-Jan-11,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006574,84255.41,,,
Department of Health,Department of Health,21-Jan-11,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006585,235263.01,,,
Department of Health,Department of Health,21-Jan-11,Addition Clearing - IT,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006586,460408.72,,,
Department of Health,Department of Health,21-Jan-11,CIP Addition Clearing - IT,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV006585,5399779.23,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,Total Produce Plc,W10120130352,31537.56,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,Total Produce Plc,W10120130875,40123.85,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001151,33947.544,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001153,27056.831,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001156,40634.325,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001164,30335.518,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001166,42050.237,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001170,56028.115,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001172,39560.824,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001173,30969.117,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001174,27515.278,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,GW Price Ltd,657429,25103.5675,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,GW Price Ltd,657423,26444.003,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,GW Price Ltd,657419,31461.643,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,GW Price Ltd,657416,39048.5825,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,GW Price Ltd,657420,39876.44,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,AG Axtons & Sons (Wholesale) Ltd,5386,49263.485,,,
Department of Health,Department of Health,21-Jan-11,SFVS - product & distribution costs,,"Minor, Weir & Willis Ltd",SFVS001139,58373.19,,,
Department of Health,Department of Health,24-Jan-11,Professional fees,CHIEF NURSING OFFICER,ROYAL COLLEGE OF PAEDIATRICS AND CHILD HEALTH (RCPCH),SI1973,50000,,,
Department of Health,Department of Health,24-Jan-11,Grants to non profit institutions (CUR),CHIEF NURSING OFFICER,RICHARD HOUSE TRUST,ERS-419708-40542,58770,,,
Department of Health,Department of Health,24-Jan-11,Grants to non profit institutions (CUR),CHIEF NURSING OFFICER,ACT,ERS-419707-40541,100000,,,
Department of Health,Department of Health,24-Jan-11,Outsourcing Contract,FINANCE & OPERATIONS (DM),STERIA LTD,100014586,53148.39,,,
Department of Health,Department of Health,24-Jan-11,Rates,FINANCE & OPERATIONS (DM),HM REVENUE AND CUSTOMS (HMRC),1.8E+13,119493.02,,,
Department of Health,Department of Health,24-Jan-11,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS (DM),HM REVENUE AND CUSTOMS (HMRC),1.8E+13,896278.25,,,
Department of Health,Department of Health,24-Jan-11,Additions FT Financing Facility Loans,FINANCE & OPERATIONS (DM),SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,HAFS-9824,2000000,,,
Department of Health,Department of Health,24-Jan-11,Additions-PDC temporary,FINANCE & OPERATIONS (DM),BARKING HAVERING & REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-9822,30000000,,,
Department of Health,Department of Health,24-Jan-11,Research & development,HEALTH PROTECTION AND IMPROVEMENT,READING UNIVERSITY OF,95415,44667,,,
Department of Health,Department of Health,24-Jan-11,Research & development,HEALTH PROTECTION AND IMPROVEMENT,NATIONAL CENTRE FOR SOCIAL RESEARCH,1210275204,869208,,,
Department of Health,Department of Health,24-Jan-11,Revenue Grant in Aid to NDPBs,HEALTH PROTECTION AND IMPROVEMENT,NHS BLOOD AND TRANSPLANT (NHSBT),007/11A,2997000,,,
Department of Health,Department of Health,24-Jan-11,Capital Grant in AID to NDPBs,HEALTH PROTECTION AND IMPROVEMENT,NHS BLOOD AND TRANSPLANT (NHSBT),008/11A,3996000,,,
Department of Health,Department of Health,24-Jan-11,External Consultancy Fees,INFORMATICS,TRIBAL CONSULTING LTD,12146211,23900.29,,,
