MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,BRENDAN FLEMING SOLICITORS,129018876,"48,426.10",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,TROTT & GENTRY LLP,128628220,"48,425.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,GANS & CO SOLICITORS LLP,128629823,"48,160.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DOBSONS,128628837,"48,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,WATSON WOODHOUSE,128629015,"48,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SINGLETON WINN SAUNDERS,128629060,"48,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,GRAYSON WILLIS BENNETT,128629916,"47,912.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,SULTAN LLOYD SOLICITORS LTD,128627001,"47,900.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/07/2013,LEGAL AID FUND - Programme Costs,O'GARRAS SOLICITORS,128726001,"47,810.10",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/07/2013,LEGAL AID FUND - Programme Costs,NAOMI MARIA MADDERSON,128760280,"47,787.36",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,JOHANNE E DELAHUNTY,127149646,"47,728.80",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,DE MAIDS SOLICITORS & ADVOCATES,128560698,"47,539.09",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,CORKER BINNING,128809433,"47,508.61",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,128628822,"47,500.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,ACHILLEA & CO,128656072,"47,418.49",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,HKH KENWRIGHT & COX,128567670,"47,370.78",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/26/2013,LEGAL AID FUND - Programme Costs,JEREMY P WAINWRIGHT,129005160,"47,028.06",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,MTG SOLICITORS,128627493,"47,000.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,LLOYD & ROWE,128628591,"47,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,FARLEYS SOLICITORS LLP,128629200,"47,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,JEREMY G ROSENBLATT,128884155,"46,990.80",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,CORKER BINNING,128996654,"46,680.29",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,BEDFORD FAMILY LAW PARTNERSHIP,128007065,"46,638.54",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,NICHOLAS JAMES,128560804,"46,510.88",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,REEDS SOLICITORS LTD,128768902,"46,466.40",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,P F LEGAL LTD,128851064,"46,224.68",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,OLLIERS ***,128927527,"46,104.66",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,JOHN DELANEY & CO SOLICITORS,128629140,"46,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BOND JOSEPH,128630016,"45,965.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,DARWIN MCGROGAN,128979878,"45,916.91",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,ADEL JIBS & CO SOLICITORS,126315696,"45,900.00",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,KAJ & CO SOLICITORS,128819678,"45,819.72",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,THALIWAL  BRIDGE,128628332,"45,802.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,LORNA G MEYER Q.C.,128776839,"45,738.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BAILEY NICHOLSON GRAYSON SOLICITORS,128628692,"45,700.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,MARK JONES & PARTNERS,128588997,"45,654.78",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,FREEMANS SOLICITORS.,128998322,"45,504.00",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,CHIVERS SOLICITORS,128629116,"45,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,BLAVO & COMPANY SOLICITORS LTD,128979867,"45,342.01",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,EDWARD FAIL BRADSHAW & WATERSON,128980303,"45,341.82",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,TRP SOLICITORS LTD,128627002,"45,300.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,6/14/2013,LEGAL AID FUND - Programme Costs,HOWELLS LLP,128908128,"45,292.15",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DAVIES & JONES SOLICITORS,128628593,"45,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,THE GRECH GOODEN PARTNERSHIP,128529985,"45,198.90",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/26/2013,LEGAL AID FUND - Programme Costs,MATTHEW D MAYNARD,128007186,"45,191.48",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,LLOYDS PR LTD,128982273,"45,168.34",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,6/14/2013,LEGAL AID FUND - Programme Costs,STEPHENSONS SOLICITORS LLP,128908308,"45,142.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,"O'NEILL, WRIGHT & NASH",128629613,"45,100.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,BARRETT & NELLIGAN SOLICITORS LTD,128629265,"45,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,THE CASTLE PARTNERSHIP,128629327,"45,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SUSSEX DEFENCE SOLICITORS,128629342,"45,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,6/14/2013,LEGAL AID FUND - Programme Costs,J D SPICER ZEB,128909254,"45,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,FISHER COWE,128628738,"44,900.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DENNINGS SOLICITORS LTD,128629507,"44,900.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,THE CASTLE PARTNERSHIP,128629620,"44,900.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,MICHAEL M WOOD QC,128603975,"44,809.15",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,6/14/2013,LEGAL AID FUND - Programme Costs,HOWELLS LLP.,128908033,"44,723.97",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,O'GARRAS SOLICITORS,128519460,"44,666.39",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,LATHAM TANIKAL SOLICITORS,128581167,"44,611.18",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,MAIDMENTS LTD,128656146,"44,611.18",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,M R LAWS,129028928,"44,611.18",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,SUSAN E JACKLIN QC,126251879,"44,406.67",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,FISHER MEREDITH LLP,128627476,"44,400.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,LAWRENCES,128629706,"44,173.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,DOZIE & CO,128628186,"44,143.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,MCLARTYS SOLICITORS,128628880,"44,100.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/07/2013,LEGAL AID FUND - Programme Costs,CLAIRE MURDEN,128730636,"44,064.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,ALLEN HOOLE SOLICITORS,128629458,"43,900.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,LUTTONS DUNFORD,111182685,"43,861.89",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,DIANA ELLIS Q.C.,128722119,"43,756.57",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,THOMPSON & CO,128979979,"43,647.85",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,ZACHARIAS A A MIAH,128531383,"43,600.06",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,"GAMMON,PIERCY & GAIGER",128630041,"43,592.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,BANKSIDE LAW LIMITED,128995405,"43,437.17",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/26/2013,LEGAL AID FUND - Programme Costs,LORNA G MEYER Q.C.,129010655,"43,404.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,128628963,"43,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,JOHN ROBINSON & CO,128629152,"43,400.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,CHRISTOPHER COLTART,128721859,"43,342.98",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,DOMINIC COX,128722043,"43,287.73",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,HAWORTH & GALLAGHER,128881469,"43,132.87",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,DAVIS SOLICITORS LLP,128530644,"43,114.78",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,DAVIS SOLICITORS LLP,128531031,"43,063.10",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,M H LEGAL,128627781,"43,000.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,DEAN P ARMSTRONG,128589614,"42,950.46",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,I B B SOLICITORS,128631246,"42,817.40",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,DAVID J TOAL,128518475,"42,705.17",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/21/2013,LEGAL AID FUND - Programme Costs,JANE GREENHALGH,129053274,"42,705.17",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,LAW HURST & TAYLOR,128604264,"42,701.42",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,JOHN KER-REID,129042084,"42,660.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,GUNEY CLARK & RYAN LTD CO,128560418,"42,363.46",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,"TANG,BENTLEY & JACKSON LIMITED",128629355,"42,300.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/21/2013,LEGAL AID FUND - Programme Costs,"NICOL, DENVIR & PURNELL SOLICITORS",129015155,"42,252.40",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,LUQMANI THOMPSON & PARTNERS,128529879,"42,204.18",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,KESAR & CO SOLICITORS,128586755,"42,127.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,GORDON COLE Q.C.,128918610,"42,116.74",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,BURROWS BUSSIN,128709084,"42,065.86",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,BINDMANS LLP,128627524,"42,000.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,WILSON DEVONALD LTD,128628588,"41,900.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,INGRAMS  SOLICITORS,128629153,"41,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,FORBES SOLICITORS,128629234,"41,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HARDING EVANS LLP,128629650,"41,625.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,MORGAN ROSE,128713064,"41,581.66",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DJMS SOLICITORS LTD TA HANNAYS CRIME,128630426,"41,453.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,KAIM TODNER SOLICITORS LIMITED,128629776,"41,409.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,SWAIN & CO SOLICITORS LLP,128627857,"41,300.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP,128628658,"41,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,YARWOOD & STUBLEY,128629016,"41,200.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/07/2013,LEGAL AID FUND - Programme Costs,PEPPERELLS SOLICITORS,128760109,"41,184.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,SHADDAI AND COMPANY,128649514,"41,139.68",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,THOMAS L.SCHOFIELD,128560304,"41,122.98",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,NOBLE SOLICITORS,128628705,"41,100.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,DAVID GRAY LLP,128629046,"41,100.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,B H MOHAMMED,128629523,"41,000.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,RICHARDSON SOLICITORS,128540234,"40,945.81",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,BISHOP & LIGHT SOLICITORS,128581012,"40,945.81",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,LAWTONS SOLICITORS LTD [ADVOCATE],128540158,"40,915.18",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,HDH LAW,128629608,"40,800.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/26/2013,LEGAL AID FUND - Programme Costs,A JOHN H HILTON QC,128994709,"40,704.56",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,HUGHMANS,128656882,"40,703.32",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Legal Help,06/03/2013,LEGAL AID FUND - Programme Costs,CORPER SOLICITORS,128587357,"40,702.00",Legal Aid Payments: Legal Help
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,M & N SOLICITORS,128629559,"40,700.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,6/14/2013,LEGAL AID FUND - Programme Costs,NICHOLAS H HAMBLIN,128873197,"40,699.30",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/14/2013,LEGAL AID FUND - Programme Costs,ARANI SOLICITORS,128524429,"40,662.25",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,6/26/2013,LEGAL AID FUND - Programme Costs,SALLY F BRADLEY Q.C.,128924866,"40,653.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Civil Representation,06/03/2013,LEGAL AID FUND - Programme Costs,ALISTAIR W O MACDONALD,128593216,"40,608.00",Legal Aid Payments: Civil Representation
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,TATES,128629137,"40,600.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,MWA SOLICITORS,128629321,"40,600.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/03/2013,LEGAL AID FUND - Programme Costs,WESTGARTHS,128629887,"40,581.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Lower,06/07/2013,LEGAL AID FUND - Programme Costs,ALMY & THOMAS,128783222,"40,488.00",Legal Aid Payments: Crime Lower
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/07/2013,LEGAL AID FUND - Programme Costs,CRAIG J HASSALL,128722190,"40,448.89",Legal Aid Payments: Crime Higher
MINISTRY OF JUSTICE,LEGAL AID AGENCY,Crime Higher,06/03/2013,LEGAL AID FUND - Programme Costs,RAHMAN RAVELLI SOLICTORS LTD,128560665,"40,447.98",Legal Aid Payments: Crime Higher
