Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,655.34,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1956.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1021.84,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,760.5,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,283.4,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,158.23,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1473.46,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,5815.27,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,766.35,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,9321.16,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,127.24,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1657.11,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1284.52,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,87.22,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1194.78,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,236.57,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1598.93,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,149.01,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,95.22,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1029.81,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,274.69,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1445.05,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,143.35,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,174.23,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,667.87,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,164.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,548.05,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,107.23,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,828.56,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,490.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,10099.18,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1005.11,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,794.29,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,288.18,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1405.05,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,128.23,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,445.4,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,6696.48,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1371.24,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,143.22,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1912.02,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,430.05,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,230.44,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1299.57,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,948.24,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,328.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,434.46,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,166.23,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,259.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,894.7,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,216.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1038.04,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1646.95,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1114.12,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,1033.49,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,95.22,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,2374.95,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,216.22,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,759.48,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,346.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,194.45,,,
Department of Health,Department of Health,20/05/2010,Travel & Subsistence,INFORMATICS,HRG UK,10884853,320.46,,,
Department of Health,Department of Health,21/05/2010,Addition Clearing - Furniture and Fittings,FINANCE & OPERATIONS,HERMAN MILLER LTD,322886,274876.3,,,
Department of Health,Department of Health,21/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00165829RI,34093.28,,,
Department of Health,Department of Health,21/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00165829RI,25768.92,,,
Department of Health,Department of Health,21/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00165829RI,5022.8,,,
Department of Health,Department of Health,21/05/2010,Building repairs & maintenance,FINANCE & OPERATIONS,EMCOR FACILITIES SERVICES LTD,00165829RI,18268.29,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4223I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4222I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4221I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4220I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4219I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4218I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4217I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4216I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4215I,681.31,,,
Department of Health,Department of Health,21/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,LIKES LAND ROVER,4214I,681.31,,,
Department of Health,Department of Health,21/05/2010,Consultancy & Other Professional Fees,SOCIAL CARE,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,50000372,60000,,,
Department of Health,Department of Health,21/05/2010,Consultancy Other: not VAT recoverable,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,16435,49361.75,,,
Department of Health,Department of Health,21/05/2010,Consultancy Other: not VAT recoverable,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,16436,30268,,,
Department of Health,Department of Health,21/05/2010,Consultancy Other: not VAT recoverable,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,16442,104169.63,,,
Department of Health,Department of Health,21/05/2010,Consultancy Other: not VAT recoverable,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,16785,54055.88,,,
Department of Health,Department of Health,21/05/2010,Consultancy/Professional Advice,COMMISSIONING,PA CONSULTING GROUP LTD,10085117,62568.75,,,
Department of Health,Department of Health,21/05/2010,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1353381928,178000,,,
Department of Health,Department of Health,21/05/2010,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1353381929,322000,,,
Department of Health,Department of Health,21/05/2010,Consultancy/Professional Advice,NHS MEDICAL DIRECTOR,PRICEWATERHOUSECOOPERS LLP,1353403588,53414.33,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,COLLINS NETS LTD,4224I,2864.06,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,COLLINS NETS LTD,4224I,9620.32,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,FUTURE SAFETY,4211I,3325.75,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,PACIFIC HELMETS ( UK) LTD,4213I,2647.28,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,PACIFIC HELMETS ( UK) LTD,4213I,41.12,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,TOTAL WORX SAFETY LTD,4212I,925.31,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,TOTAL WORX SAFETY LTD,4212I,8.17,,,
Department of Health,Department of Health,21/05/2010,Other programme expenditure,NHS FINANCE PERFORMANCE & OPERATIONS,DEAN CLOUGH LTD,8075,29408.2,,,
Department of Health,Department of Health,21/05/2010,Professional fees,NHS FINANCE PERFORMANCE & OPERATIONS,MILLS AND REEVE LLP,CAMBIL/403761/V/1/1,29766.28,,,
Department of Health,Department of Health,21/05/2010,Professional fees,NHS FINANCE PERFORMANCE & OPERATIONS,MILLS AND REEVE LLP,CAMBIL/403761/V/1/1,0.01,,,
Department of Health,Department of Health,21/05/2010,Professional fees,NHS FINANCE PERFORMANCE & OPERATIONS,MILLS AND REEVE LLP,CAMBIL/403763/V/1/1,38527.06,,,
Department of Health,Department of Health,21/05/2010,Professional fees,NHS FINANCE PERFORMANCE & OPERATIONS,MILLS AND REEVE LLP,CAMBIL/403763/V/1/1,0.01,,,
Department of Health,Department of Health,21/05/2010,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),715324,218755,,,
Department of Health,Department of Health,21/05/2010,Rates,FINANCE & OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5020921,101694.82,,,
Department of Health,Department of Health,21/05/2010,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS,DEPARTMENT FOR WORK AND PENSIONS (DWP),5020647,468725.4,,,
Department of Health,Department of Health,21/05/2010,"SFVS - product & distribution costs, during April 2010",HEALTH PROTECTION AND IMPROVEMENT,Westcountry Fruit Sales Ltd,APRSUM2010,33820.97,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,10874937,21850,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,10874944,21600,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,10893694,25000,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,10669313,116775,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,10874998,83700,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,10875003,232495.5,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,10893669,25650,,,
Department of Health,Department of Health,21/05/2010,Staff Consultancy & Suppt,INFORMATICS,QI CONSULTING,10876715,21903.8,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,89.48,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1405.77,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,117.56,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,194.89,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,775.08,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,29.61,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,640.17,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,526.2,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2367.22,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,3532.63,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,222.61,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,3623.48,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,974.66,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,770.99,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2407.85,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1411.64,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,10591.29,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2945.46,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2433.93,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,1672.77,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,462.9,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,2549.26,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,9293.47,,,
Department of Health,Department of Health,21/05/2010,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,10884823,927.4,,,
