Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£315,600.00",L-S-1458-03 - Web App Support - Charges set out in attachment  - Ongoing IT support costs - 2009 - 2015,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£322,230.00",CCN-A-R-02971-01 (Maintaining DARTS operations at ESI sites)One off cahrge- PQ105,WV10 6UH,E075,Programme
Ministry of Justice,HMCTS,07-Dec-11,222002-Other Property Costs,FZ999-Midlands Region,MITIE SECURITY LTD,1845112,"£322,539.73",Mitie Security. Midlands contract costs 2011/12.,MK6 2WX,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,222002-Other Property Costs,GZ999-North West Region,MITIE SECURITY LTD,1849936,"£325,338.00",NW Region - Mitie Contractual April 11 - March 12,MK6 2WX,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£332,241.00",Serv. Mgnt Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£332,241.00",Serv. Mgnt Services,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,222002-Other Property Costs,HZ999-North East Region,MITIE SECURITY LTD,1849936,"£333,510.55",North East Consol Acc - Monthly Contractual Security Guarding contract continuation replacing PO 20000128504 - Mitie Security - 11/12,MK6 2WX,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,262000-SCA Costs,SL999-Centralised Frontline,DEPARTMENT FOR COMMUNITIES & LOCAL GOVERNMENT,1847087,"£334,239.03",,HP2 4XN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064747,"£335,634.80",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,08-Dec-11,222002-Other Property Costs,LZ510-Combined CFO/OSPT Operations,HMRC,1063037,"£339,457.71",Service Charges - 22 Kingsway,BN12 4XH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1062658,"£339,573.87",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064747,"£340,542.71",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,08-Dec-11,222002-Other Property Costs,LZ510-Combined CFO/OSPT Operations,HMRC,1063037,"£344,554.54",Service Charges - 22 Kingsway,BN12 4XH,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062914,"£351,532.40",CCN3028  -  Network Bandwidth Charges,WV10 6UH,E046,Programme
Ministry of Justice,HMCTS,02-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1837615,"£357,955.00",CCN A-R-02920-02 Site Surveys,WV10 6UH,B716,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,NX900-MOJ Shared Services,ACCENTURE (UK) LIMITED,1064269,"£364,361.00",Shared Service Programme Accenture Milestone 4 Payments-NX111,EC3M 3BD,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1841259,"£366,351.13",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,222002-Other Property Costs,GZ999-North West Region,GARTSIDE LTD,1837866,"£369,863.50",,W1G 0QF,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£374,517.80",,M14 0WN,E033,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IBM UNITED KINGDOM LTD,1063802,"£377,209.95",,PO6 3AE,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£383,786.00",Client Environment Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£383,786.00",Client Environment Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£385,683.00",Service Desk Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£385,683.00",Service Desk Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£387,025.00",CCN1130 - EDS Hosted Sunset Apps Ongoing,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£387,025.00",CCN1130 - EDS Hosted Sunset Apps Ongoing,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063330,"£389,161.17",PQ109 - PB630 (NOMS017) (CP.3) EUC Desktop,RG12 1HN,E064,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£402,178.00",Infrastructure Services,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£402,178.00",Infrastructure Services,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,222002-Other Property Costs,CZ999-South East Region,MITIE SECURITY LTD,1847352,"£432,134.82",SE Region- Mitie- Security - Core Invoices 11/12,MK6 2WX,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£450,000.00",CCN1015-01 - Libra Systems Integration and Hosting Services Ongoing,CF31 9AP,E002,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£450,000.00",CCN1015-01 - Libra Systems Integration and Hosting Services Ongoing,CF31 9AP,E002,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1062459,"£452,349.00",CCN AR 2883-03-v03 - Migrate Estates Directorate from Quantum to DOM1.,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1062562,"£453,867.65",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet
Ministry of Justice,MoJ HQ,15-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1063932,"£473,775.94",PQ108 - OMNI-T Capital Expenditure FY1112- Contract no 3368393.12,M14 0WN,E012,Programme
Ministry of Justice,MoJ HQ,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,WW000-Balance Sheet,CITY OF WESTMINSTER,1064258,"£475,011.79",Rates Invoice,RATES,0,Balance Sheet
Ministry of Justice,HMCTS,07-Dec-11,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,1845365,"£475,929.84",Manchester PFI - UK Court Services LTD - Unitary charges for Manchester PFI - Monthly -11/12,WR12 7LJ,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,BROOKS PROPERTIES,1064020,"£478,000.00",Rent/Service Charges - Steel House,IRELAND,0,Admin
Ministry of Justice,MoJ HQ,12-Dec-11,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1063241,"£500,000.00","CCN A-R-2557-02-v07	   Capital Expenditure",WV10 6UH,E117,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064278,"£500,000.00",CCN A-R-2557-02-v07   Capital Expenditure,WV10 6UH,E117,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,512000-Intangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£500,000.00",CCN A-R-2557-02-v07 - Capital Expenditure,WV10 6UH,E117,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,YORKE PROPERTY MANAGEMENT LTD,1064253,"£506,000.00",Rent/Service Charges - 81 Chancery Lane,W1K 6WE,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£510,553.80",,M14 0WN,E033,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SCOTTISH WIDOWS PLC,1841541,"£528,125.00",,E14 5WR-AMARENT,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1064219,"£529,595.68",,M14 0WN,E033,Programme
Ministry of Justice,HMCTS,06-Dec-11,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1841678,"£545,604.00",CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,CIS-KT22 7SW,F090,Programme
Ministry of Justice,HMCTS,20-Dec-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1859079,"£546,866.63",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,F081,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1176,"£552,762.08",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,BZ999-London Region,NB REAL ESTATE,1849968,"£588,367.20",,W1S 3HQ-A/C 605,0,Programme
Ministry of Justice,MoJ HQ,07-Dec-11,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD,6451,"£600,000.00",Grant-in-aid requirement for Arm's Length Body,SW1P 2DX,0,Grant
Ministry of Justice,HMCTS,20-Dec-11,222002-Other Property Costs,BZ999-London Region,MITIE SECURITY LTD,1859360,"£612,054.39",London Region Consolidated - Contracted Security Costs - Mitie - 2011/12,MK6 2WX,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,1859765,"£645,139.24",Worle - Services Support - (Avon & Somerset) Ltd - Unitary Charges for Worle  Bristol PFI - Monthly -11/12,SW1E 5LB,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£654,642.00",Variable Desktop Charge,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£654,642.00",Variable Desktop Charge,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,16-Dec-11,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CRIMINAL CASES REVIEW COMMISSION#KY14611406,6457,"£683,000.00",Grant-in-aid requirement for Arm's Length Body,B1 1TT,0,Grant
Ministry of Justice,MoJ HQ,08-Dec-11,223000-Other Expenditure,QY200-OU10 Billback,HM PRISON SERVICE,1063035,"£700,381.95",Prison Industries Newgate Furniture - Monthly Consolidated billing,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£706,011.00",CCN2751-01 - Libra Application Release Services Ongoing,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1870683,"£732,922.90",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1175,"£735,441.78",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,06-Dec-11,532000-Tangible GBV - Additions,AP999-HQ - Strategy & Change,OVERBURY PLC,1841414,"£810,869.36",CIS Labour - Fleetbank House - Overbury PLC - Construction works at Fleetbank House prior to relocation of Audit House staff (EAT),CIS-W1T 3EW,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£864,829.69",OMNI CCN 13 WAN SERVICES,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£866,873.77",OMNI CCN 13 WAN SERVICES,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,710200-Creditors < 1 year - Trade & Other Creditors,WW000-Balance Sheet,HM PRISON SERVICE,1177,"£867,928.31",Government Procurement Card Management,NP20 9BB,0,Balance Sheet
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1178,"£879,445.60",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£913,400.91",MOJ Wan Service Resource Costs,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£932,275.00",Data Centre Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£932,275.00",Data Centre Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,DTZ DEBENHAM TIE LEUNG,1062985,"£956,747.07",Rent/Service Charges - Clive House,B4 6AJ-APIA,0,Admin
Ministry of Justice,HMCTS,09-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,1847046,"£977,113.00",,B17 9PU-RENT,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BERKLEY ESTATES LONDON LTD,1849358,"£1,033,967.15",,W1U 1QS,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,245000-Grants in Aid to NDPBs,MD600-Information Directorate,INFORMATION COMMISSIONER'S OFFICE(ICO),1064115,"£1,125,000.00",Grant-in-aid requirement for Arm's Length Body,SK9 5AF,0,Grant
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£1,133,090.28",Wan/Lan Services,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1063827,"£1,165,460.11",FY 11-12 - Financial and Accounting Services as provided for in the contract with Liberata.,NP10 8BA,0,Admin
Ministry of Justice,MoJ HQ,22-Dec-11,246000-Current Grants,QZ600-CPG Other,UK SUPREME COURT,1064612,"£1,313,280.00",Funding Contribution for UK Supreme Court - 4th qtr payment FY11/12,NP20 9FN,0,Grant
Ministry of Justice,MoJ HQ,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1183,"£1,449,625.43","Payments in relation to PAYE, NIC and Corporation Tax",BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£1,491,296.00",Wan/Lan Services,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1177,"£1,664,841.15",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£1,678,173.99",OMNI CCN 13 CORE SERVICES,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1182,"£1,680,209.06","Payments in relation to PAYE, NIC and Corporation Tax",BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£1,697,869.33",OMNI CCN 13 CORE SERVICES,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£1,702,713.57",OMNI CCN 13 CORE SERVICES,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,245000-Grants in Aid to NDPBs,RG999-CFLAP Accumulator,OFFICE FOR LEGAL COMPLAINTS#RG70900001,1062827,"£1,750,000.00",Grant-in-aid requirement for Arm's Length Body,B1 2ND,0,Grant
Ministry of Justice,HMCTS,02-Dec-11,222002-Other Property Costs,GZ999-North West Region,GARTSIDE LTD,1837866,"£1,849,317.50",Manchester CJC - Gartside Limited - Rent Due Under Lease for Manchester CJC - Quarterly,W1G 0QF,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£1,872,589.00",Shared Service Programme Steria Milestone 2 Payment,M14 0WN,E033,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IBM UNITED KINGDOM LTD,1063802,"£1,886,049.77",IBM Licences support  & maintainance  costs from 1 Nov 11 to 31 Oct 12,PO6 3AE,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£2,269,338.25",QBD Unitary Core - IT,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1178,"£2,465,615.45",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£2,552,769.00",Shared Service Programme Steria (Software) & Milestone 1 Payment - August 2011,M14 0WN,E033,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1177,"£2,626,369.89",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,STERIA LTD,1064219,"£2,647,978.39",Shared Service Programme Steria (Software) & Milestone 1 Payment - August 2011,M14 0WN,E033,Programme
Ministry of Justice,HMCTS,12-Dec-11,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1172,"£2,744,044.52",,SW1H 9AJ,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1063676,"£3,242,311.17",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,LAND SECURITIES PROPERTIES LTD,1064130,"£3,334,118.50",Rent for 102 PF,WC2N 5AF-RENT,0,Admin
Ministry of Justice,HMCTS,12-Dec-11,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1172,"£3,422,365.80",,SW1H 9AJ,0,Programme
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1178,"£4,003,083.43",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1177,"£5,364,079.22",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,14-Dec-11,710600-Creditor < 1 year - Payable to Consolidated Fund,WW000-Balance Sheet,HM TREASURY - CFER PAYOVER,1179,"£12,084,284.87",Surrender of Consolidated Fund Extra Receipts and Fine Income to HM Treasury,NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6443,"£13,250,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6443,"£14,750,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6458,"£15,677,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6456,"£16,126,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1063676,"£16,211,556.00",DIR Assets Payment Charges,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6456,"£16,874,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6458,"£17,323,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,07-Dec-11,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6452,"£19,450,000.00",Grant-in-aid requirement for Arm's Length Body,SW1V 2QZ,0,Grant
Ministry of Justice,MoJ HQ,08-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6453,"£34,890,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6453,"£45,110,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1P 2BS#NO5A/C,0,Programme
