Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000064254,80.19,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000064254,394.91,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000064254,29.95,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000064254,43.46,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,1691.37,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000064254,2442.65,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000064254,632.77,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000064254,152.48,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,4000064254,278.05,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000064254,160.88,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,312.05,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,70.9,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,568.02,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,499.37,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,190.41,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,12.42,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,3166.27,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,201.15,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000064254,103.76,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000064254,724.43,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000064254,1038.18,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000064254,424.49,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000064254,841.93,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Qualifications Strategy and Reform Group,CARLSON WAGONLIT TRAVEL,4000064254,993.44,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,472.87,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,3270.42,"Costs related to staff travel expenses for official duty.
This represents a number of tickets under a single transaction ",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,941.05,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,294.94,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,129.12,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,31.25,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000064254,125.48,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,3.16,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,5.66,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,4.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,5.34,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,83.55,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,11.38,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,0.61,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,30.3,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Strategy and Performance Group,VODAFONE CORPORATE,4000063287,14.01,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Strategy and Performance Group,VODAFONE CORPORATE,4000063287,388.2,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Strategy and Performance Group,VODAFONE CORPORATE,4000063287,168,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,386.76,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,1084.36,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,0.11,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Finance and Commercial Group,VODAFONE CORPORATE,4000063287,41.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Chief Information Officer Group,VODAFONE CORPORATE,4000063287,4.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,4000064254,92.43,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,4000064254,107.19,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Strategy and Performance Group,CARLSON WAGONLIT TRAVEL,4000064254,1339.87,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Strategy and Performance Group,CARLSON WAGONLIT TRAVEL,4000064254,144.7,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,4000064254,10203.15,"Costs related to staff travel expenses for official duty.
This relates to all travel costs for Finance and Commercial Group",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,4000064254,262.45,Costs related to staff travel expenses for official duty,Commercial
