Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category,SME?,Sector
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774131,"£3,225",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£8,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£2,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,"£1,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£5,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£5,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£10,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£5,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£6,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£4,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£6,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£1,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£8,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£10,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,"£8,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£9,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£11,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£10,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£6,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£5,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£13,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£16,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£5,400",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£7,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£12,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£3,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£4,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£4,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,"£6,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,"£1,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£4,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£9,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,"£7,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,"£4,800",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£6,000",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£6,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£3,600",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
