Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Capital Grants to PCs,OFCOM,OFCOM,0030025133,"3,392,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,20/07/2011,Grant to OGD (Resource),OFCOM,OFCOM,0030022929,"225,403.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,10/11/2011,Grant to OGD (Resource),OFCOM,OFCOM,0030024093,"208,915.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,09/02/2012,Grant to OGD (Resource),OFCOM,Ofcom,0030025201,"96,085.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,17/02/2012,Grant to OGD (Resource),OFCOM,Ofcom,0030025306,"216,597.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,14/09/2011,Subsidy to PC,OFCOM,OFCOM,0030023020,"3,198,955.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2011,Subsidy to PC,OFCOM,OFCOM,0030023031,"331,323.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Subsidy to PC,OFCOM,OFCOM,0030023158,"65,215.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Subsidy to PC,OFCOM,OFCOM,0030023159,"78,648.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Subsidy to PC,OFCOM,OFCOM,0030023160,"42,716.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Subsidy to PC,OFCOM,OFCOM,0030023665,"82,320.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Subsidy to PC,OFCOM,OFCOM,0030024125,"1,406,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Subsidy to PC,OFCOM,OFCOM,0030024478,"45,545.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Subsidy to PC,OFCOM,OFCOM,0030024480,"5,832,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Subsidy to PC,OFCOM,OFCOM,0030024754,"106,762.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2011,Research,EAU Policy Research + Eval,Office for National Statistics,0030024590,"47,553.00",Funding - Questions on the International Passenger Survey 
Department for Culture Media and Sport,Department for Culture Media and Sport,04/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030021879,"72,853,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030021880,"100,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,11/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030021912,"75,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,27/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030021913,"25,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,09/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030022151,"81,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,16/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030022152,"60,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,02/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030022487,"109,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,16/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030022488,"60,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030022783,"50,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,30/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030022784,"50,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030023061,"80,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,12/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030023438,"30,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,07/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030023717,"40,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030024078,"80,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030024409,"70,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,06/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030024749,"20,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),0030025088,"85,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,27/04/2011,Management Consultants,GOE Admin Costs,Olympic Delivery Authority (Citi Tfr),0030022174,"59,769.07",Olympics - Independent Review of Electricity Resillience
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Capital Grants to LAs,GOE managed programme costs,Olympic Park Legacy Company,0030024142,"1,333,473.00",Olympics - Grant re Transformation Works
Department for Culture Media and Sport,Department for Culture Media and Sport,07/11/2011,Capital Grants to LAs,GOE managed programme costs,Olympic Park Legacy Company,0030024196,"599,438.00",Olympics - Grant re Transformation Works
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Capital Grants to LAs,GOE managed programme costs,Olympic Park Legacy Company,0030024570,"524,438.00",Olympics - Grant re Transformation Works
Department for Culture Media and Sport,Department for Culture Media and Sport,18/01/2012,Capital Grants to LAs,GOE managed programme costs,Olympic Park Legacy Company,0030024992,"517,424.00",Olympics - Grant re Transformation Works
Department for Culture Media and Sport,Department for Culture Media and Sport,16/02/2012,Capital Grants to LAs,GOE managed programme costs,Olympic Park Legacy Company,0030025311,"2,076,570.00",Olympics - Grant re Transformation Works
Department for Culture Media and Sport,Department for Culture Media and Sport,26/03/2012,Capital Grants to LAs,GOE managed programme costs,Olympic Park Legacy Company,0030025762,"2,334,657.00",Olympics - Grant re Transformation Works
Department for Culture Media and Sport,Department for Culture Media and Sport,09/03/2012,Reimbursement of Agreed Costs,GOE managed programme costs,One North East,0030025586,"44,168.00",Olympic Nations Regions Co-Ordinator
Department for Culture Media and Sport,Department for Culture Media and Sport,05/10/2011,CIU Mapping Doc 2000,Misc Balance Sheet,Open City Architecture,0030023814,"100,000.00",Grant re Engaging Places (for CABE)
Department for Culture Media and Sport,Department for Culture Media and Sport,28/03/2012,CIU Mapping Doc 2000,Misc Balance Sheet,Phoenix,0030025696,"30,630.00",Disaster Recovery Services 2011-12
Department for Culture Media and Sport,Department for Culture Media and Sport,07/07/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030022864,"46,223.75",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,25/07/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030022903,"67,379.65",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,02/09/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030023361,"62,078.94",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,19/09/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030023679,"100,785.65",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,17/11/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030024290,"102,161.64",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,02/12/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030024429,"94,915.75",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,23/12/2011,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030024733,"71,906.25",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,19/01/2012,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030024928,"89,518.31",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,23/02/2012,Management Consultants,Broadband Delivery UK (Admin),Pinsent Masons,0030025359,"75,971.88",Legal Fees re Broadband Delivery 
Department for Culture Media and Sport,Department for Culture Media and Sport,05/08/2011,National Cutting Service,Press Office,Precise Media Monitoring Ltd,0030023088,"48,388.80",Monitoring Backcharge 
Department for Culture Media and Sport,Department for Culture Media and Sport,12/05/2011,Other Consultancy,Media - Admin Costs,PriceWaterhouseCoopers,0030022308,"29,992.00",BFI Due Dilligence Project
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,0030021817,"44,103.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,0030022196,"56,646.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,0030022412,"73,817.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,0030022742,"70,390.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,0030022990,"51,703.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,0030023328,"76,199.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
