Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,23/11/2012,Research,EAU Taking Part Survey,TNS UK LTD,30028791,"110,480.67",Y8: OCT/NOV 12 FIELDWORK
Department for Culture Media and Sport,Department for Culture Media and Sport,27/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30028819,"27,657.88",Fees BDUK October 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,27/11/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30028819,"216,896.59",Fees BDUK October 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,27/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Ministry of Justice,30028818,"14,664.40",Recovery from other Gov Departmentrs
Department for Culture Media and Sport,Department for Culture Media and Sport,27/11/2012,Management Consultants,GOE Admin Costs,Ministry of Justice,30028818,"73,322.00",Recovery from other Gov Departmentrs
Department for Culture Media and Sport,Department for Culture Media and Sport,28/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30028769,"10,135.13",OCTOBER 12 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30028770,"27,593.51",OCTOBER 12 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/11/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30028769,"50,675.65",OCTOBER 12 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/11/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30028770,"137,967.57",OCTOBER 12 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/11/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025868,"25,334.00",CS RATES 6TH FLOOR INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,28/11/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025859,"164,432.00",CS RATES BASEMENT TO 4TH INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,29/11/2012,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30028804,"95,048.73",Dec-12
Department for Culture Media and Sport,Department for Culture Media and Sport,30/11/2012,Superannuation (Secondees),GOE Admin Costs,Identity & Passport Service,30028852,"63,258.53",E DE LA HAYE SALARY RECHARGE JUNE 10/OCT
Department for Culture Media and Sport,Department for Culture Media and Sport,30/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,LOCOG ,30028846,"10,159.49",LOCOG
Department for Culture Media and Sport,Department for Culture Media and Sport,30/11/2012,Publicity Costs - Programme,Nations and Regions,LOCOG ,30028846,"50,797.44",LOCOG
Department for Culture Media and Sport,Department for Culture Media and Sport,30/11/2012,Capital Grants to LAs,Broadband UK Capital+Programme,NYnet Ltd,30028816,"275,549.00",E2721 RURAL MILESTONE 1
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000425,"22,868,996.00",ACE GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000413,"35,316,750.00",BBC GIA DEC 12-PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000428,"1,453,579.00",BFI GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30028873,"8,834.08",NOVEMBER 12 - FIXED
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30028873,"44,170.41",NOVEMBER 12 - FIXED
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000395,"130,583.00",GM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000394,"111,833.00",ORNC GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000401,"335,500.00",HM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000402,"2,552,548.00",IWM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000405,"1,742,320.00",NML GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000406,"606,417.00",NPG GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000407,"3,813,000.00",NHM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Subsidy to PC,OFCOM,OFCOM,50000421,"8,602,871.00",SPECTRUM MANAGEMENT Q3 2012/13 -RESOURCE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Capital Grants to PCs,OFCOM,OFCOM,50000422,"11,416,241.00",Q3 DECEMBER SPECTRUM CLEARANCE
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Olympic Delivery Authority,Olympic Delivery Authority (Citi Tfr),50000419,"90,000,000.00",ODA GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000408,"65,111.00",PLR GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000426,"3,265,917.00",S4C GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Science Museum Group,50000404,"3,700,000.00",SMG GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,50000409,"96,236.00",SJSM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,50000424,"3,000,000.00",SE GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,50000388,"98,000.00",SGSA GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000412,"654,000.00",RA GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant to OGD (Resource),Architecture + heritage progs,The Treasurer to the Queen,50000391,"31,478.00",MH GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,50000427,"499,800.00",UKAD GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,50000410,"4,392,000.00",V&A GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,50000389,"2,762,000.00",VB GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,50000411,"245,500.00",TWC GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/12/2012,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30028861,"282,982.49",LEVESON ENQUIRY COSTS OCT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,04/12/2012,Capital Grant Private Sector,LPW Programme Costs,National Churches Trust,30028886,"70,000.00",GRANT CLAIM 12/12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000399,"9,251,243.00",BL GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000400,"3,632,677.00",BM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000423,"10,000,000.00",EH GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000397,"1,935,056.00",NG GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,50000429,"190,000.00",NLC GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000403,"1,404,000.00",NMM GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000396,"2,834,333.00",TATE GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000420,"3,735,043.00",UKS GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,06/12/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000414,"35,316,750.00",BBC GIA DEC 12-PT2
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2012,Current Grants Private Sector,Media - Programme Costs,Multiplex Broadcasting Services NI Ltd,30028939,"39,537.70",OCT - NOV 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,10/12/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Chatham Historic Dockyard Trust,30028957,"95,835.23",RE-TELLING 'WOODEN WALLS' STORY
Department for Culture Media and Sport,Department for Culture Media and Sport,10/12/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,London Transport Museum,30028956,"75,000.00",EAST MEZZANINE EXTENDED
Department for Culture Media and Sport,Department for Culture Media and Sport,10/12/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Porthcurno Telegraph Museum,30028951,"35,000.00",DEVELOPING FOR THE FUTURE
Department for Culture Media and Sport,Department for Culture Media and Sport,10/12/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,The British Museum,30028954,"150,000.00",GALLERY 41 REFURBISHMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,11/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Sport Resolutions (UK),30028983,"11,995.00",PROFESSIONAL SERV JAN-MAR 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,11/12/2012,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),30028983,"59,975.00",PROFESSIONAL SERV JAN-MAR 2013
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Enterprise (Brophy Grounds Maintenance ),30028962,"4,411.31",OCTOBER 12- SCHEDULED WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,Ceremonials Storage Costs,State Ceremonials Prog Costs,Enterprise (Brophy Grounds Maintenance ),30028962,"22,056.57",OCTOBER 12- SCHEDULED WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Media Structures Ltd,30028969,"5,081.81",REMEMBRANCE DAY 2012 - WHITEHALL
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,Ceremonial Event Costs,State Ceremonials Prog Costs,Media Structures Ltd,30028969,"25,409.07",REMEMBRANCE DAY 2012 - WHITEHALL
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30029010,"22,096.13",NOVEMBER 12 FIELDWORK Y8 INV 9
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,Research,EAU Taking Part Survey,TNS UK LTD,30029010,"110,480.67",NOVEMBER 12 FIELDWORK Y8 INV 9
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Ubiqus,30028968,"6,790.54",PUBLIC ADDRESS SYSTEM
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2012,Ceremonial Event Costs,State Ceremonials Prog Costs,Ubiqus,30028968,"33,952.68",PUBLIC ADDRESS SYSTEMS
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000415,"140,000,000.00",BBC GIA DEC 12-PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2012,Grant to OGD (Resource),DCMS contribution toPFI grants,Dept for Communities & Local Govt,30029013,"6,157,260.00",AREA BASED GRANT CONTRIBUTION FROM DCMS
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000435,"238,083.00",NFTS GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,14/12/2012,Grant-in-Aid (DCMS NDPBs),The Royal Parks - funding,The Royal Parks,50000439,"2,000,000.00",TRP GIA DEC 12
Department for Culture Media and Sport,Department for Culture Media and Sport,18/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Arena Structures,30029035,"11,222.62",KUWAIT STATE VISIT
Department for Culture Media and Sport,Department for Culture Media and Sport,18/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Arena Structures,30029034,"18,250.61",INDONESIAN STATE VISIT
Department for Culture Media and Sport,Department for Culture Media and Sport,18/12/2012,Ceremonials - Other Costs,State Ceremonials Prog Costs,Arena Structures,30029035,"56,113.08",KUWAIT STATE VISIT
Department for Culture Media and Sport,Department for Culture Media and Sport,18/12/2012,Ceremonials Storage Costs,State Ceremonials Prog Costs,Arena Structures,30029034,"91,253.07",INDONESIAN STATE VISIT
Department for Culture Media and Sport,Department for Culture Media and Sport,18/12/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30029018,"9,954.00",BDUK NOV 12
