Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,External Legal Advice and Service,Shareholder Executive - ED SME Finance Policy,BOND DICKINSON LLP,54453,578.00,EF: Access To Finance Projects-External Legal Advice and Service,NE1 3DX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,External Legal Advice and Service,Shareholder Executive - ED SME Finance Policy,BOND DICKINSON LLP,54454,170.00,EF: Access To Finance Projects-External Legal Advice and Service,NE1 3DX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leadership & People Management,People & Strategy - Human Resources,WORKING TRANSITIONS 2005 LTD,54455,490.00,P&S Devolved Admin-Leadership & People Management,NN4 7JJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Eye Tests,Finance & Commercial Group - Estates,"Personal Expense, Name Witheld",54460,65.00,F&C Non Devolved Admin-Eye Tests,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Additions - Venture Capital Fund,Shareholder Executive - ED SME Finance Policy,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),54461,150000.00,ECF: Enterprise Capital Fund-Additions - Venture Capital Fund,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Training And Development Expenditure,Knowledge & Innovation Group - DG/Finance & Corporate Planning,REDACTIVE EVENTS LTD,54463,954.00,K&I Devolved Admin-Training And Development Expenditure,EC1M 5TP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Telecoms Equipment,Finance & Commercial Group - Information and Technology Directorate,COMPANIES HOUSE,54464,745.00,F&C Devolved Admin-Telecoms Equipment,CF14 3UZ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Consultancy Expenditure,Enterprise & Skills Group - Vocational Education Directorate,MALCOLM COOPER ASSOCIATES LTD T/A MCA COOPER ASSOCIATES,54467,3000.00,Quality Improvement Reform-Consultancy Expenditure,S9 4WG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Telecoms Equipment,Legal Services - Legal Services,"Personal Expense, Name Witheld",54468,2.25,F&C Devolved Admin-Telecoms Equipment,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Outsourced Programme Management,Shareholder Executive - Shareholder Executive (CLOSED),COMPANIES HOUSE,54470,444243.00,CH: Late Filing Penalties-Outsourced Programme Management,CF14 3UZ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Professional Training,Finance & Commercial Group - Finance Group,"Personal Expense, Name Witheld",54472,182.00,F&C Devolved Admin-Professional Training,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Hire of Agency Staff,People & Strategy - Communications Directorate,BROOK STREET (UK) LTD,54479,866.30,P&S Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54480,38.30,Default-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence UK,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",54487,165.10,Default-Subsistence UK,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/08/2014,Clearing Account   - Cost - Information Technology,Enterprise & Skills Group - Better Regulation Delivery Office,BROOK STREET (UK) LTD,54489,848.06,BRDO: PA System Support-Clearing Account   - Cost - Information Technology,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Recruitment Advice and Services,Enterprise & Skills Group - Enterprise Directorate,CAPITA RESOURCING LTD,54501,19710.54,Business Link: Helpline-Recruitment Advice and Services,SL6 1DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Advertising,Economics & Markets - Labour Market,CAPITA BUSINESS SERVICES LTD,54505,2265.42,Vulnerable Workers Awareness Raising Campaign-Advertising,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Consultancy Expenditure,Enterprise & Skills Group - Vocational Education Directorate,CAPITA BUSINESS SERVICES LTD,54512,6009.72,Socially Dis Learning QI-Consultancy Expenditure,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",13/08/2014,Printing,Economics & Markets - Consumer and Competition Policy,WILLIAMS LEA LTD,54514,844.03,E&M Devolved Admin-Printing,EC1M 4NA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,BROOK STREET (UK) LTD,54516,142.00,BLG Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Hire of Agency Staff,Business & Local Growth - Regional Growth,BROOK STREET (UK) LTD,54516,597.69,BLG Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Advertising,People & Strategy - Communications Directorate,CAPITA BUSINESS SERVICES LTD,54537,1713.30,Corporate Presentation-Advertising,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Research and Development Expenditure,Enterprise & Skills Group - Vocational Education Directorate,INSTITUTE FOR EMPLOYMENT STUDIES,54540,6252.96,Research And Analytical Services-Research and Development Expenditure,BN1 1UJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Research and Development Expenditure,Enterprise & Skills Group - Vocational Education Directorate,INSTITUTE FOR EMPLOYMENT STUDIES,54540,9380.04,Research And Analytical Services-Research and Development Expenditure,BN1 1UJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Telephone Helpline Services,Economics & Markets - Labour Market,LANGUAGE LINE LTD T/A LANGUAGE LINE SOLUTIONS,54550,432.29,Vulnerable Workers Awareness Raising Campaign-Telephone Helpline Services,E14 5NR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Research and Development Expenditure,Enterprise & Skills Group - Vocational Education Directorate,MARKET & OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,54554,2026.34,Research And Analytical Services-Research and Development Expenditure,SE1 1FY,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Research and Development Expenditure,Enterprise & Skills Group - Vocational Education Directorate,MARKET & OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,54554,7973.66,Research And Analytical Services-Research and Development Expenditure,SE1 1FY,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Mileage Allowance UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54556,29.70,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54557,4.70,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Taxi Services UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54557,15.00,P&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54558,74.25,ECO - Non Proliferation Awareness Seminars-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54558,4.00,ECO - Non Proliferation Awareness Seminars-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54559,207.90,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54559,15.43,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54559,21.50,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Rail Travel UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54559,104.80,Legal Services Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54560,205.20,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54560,13.37,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54560,15.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54561,325.35,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54561,8.90,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54561,12.50,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54561,25.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Postage,Legal Services - Legal Services,"Personal Expense, Name Witheld",54561,17.27,Legal Services Admin-Postage,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54561,10.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Hotel & Accommodation Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54562,245.53,K&I Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Rail Travel Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54562,5.43,K&I Devolved Admin-Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54562,13.53,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54562,20.96,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Subsistence Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54562,59.78,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
