Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000042732,"365,512"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BLACKPOOL BOROUGH COUNCIL,4000042733,"341,162"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BOLTON MBC,4000042735,"398,895"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BOURNEMOUTH BOROUGH COUNCIL,4000042736,"281,845"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BRACKNELL FOREST BOROUGH COUNCIL,4000042737,"105,875"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BRIGHTON & HOVE CITY COUNCIL,4000042738,"322,638"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BRISTOL CITY COUNCIL,4000042739,"321,826"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BUCKINGHAMSHIRE COUNTY COUNCIL,4000042740,"152,556"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BURNLEY BOROUGH COUNCIL,4000042741,"57,544"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,BURY MBC,4000042742,"127,544"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CALDERDALE MBC,4000042743,"206,133"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CAMBRIDGESHIRE COUNTY COUNCIL,4000042744,"171,280"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CENTRAL BEDFORDSHIRE COUNCIL,4000042745,"187,579"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CHESHIRE EAST COUNCIL,4000042746,"125,356"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CHESHIRE WEST & CHESTER COUNCIL,4000042747,"201,304"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,4000042748,"408,666"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CITY OF LONDON,4000042749,"32,625"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CITY OF WESTMINSTER,4000042750,"250,177"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CORBY BOROUGH COUNCIL,4000042751,"25,000"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CORNWALL COUNCIL,4000042752,"186,050"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,COVENTRY CITY COUNCIL,4000042754,"293,837"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,CUMBRIA COUNTY COUNCIL,4000042755,"222,436"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DARLINGTON BOROUGH COUNCIL,4000042756,"192,297"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DERBY CITY COUNCIL,4000042757,"259,875"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DERBYSHIRE COUNTY COUNCIL,4000042758,"292,389"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DEVON COUNTY COUNCIL,4000042759,"169,249"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DONCASTER MBC,4000042760,"286,772"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DORSET COUNTY COUNCIL,4000042761,"132,907"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DUDLEY MBC,4000042762,"162,495"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,DURHAM COUNTY COUNCIL,4000042763,"440,045"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,EAST RIDING OF YORKSHIRE,4000042764,"116,980"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,EAST SUSSEX COUNTY COUNCIL,4000042765,"251,157"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000042766,"319,076"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,EXETER CITY COUNCIL,4000042767,"64,935"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,GATESHEAD MBC,4000042768,"370,202"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,GLOUCESTERSHIRE COUNTY COUNCIL,4000042769,"305,276"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,GREAT YARMOUTH BOROUGH COUNCIL,4000042770,"30,799"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HALTON BOROUGH COUNCIL,4000042771,"221,153"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HAMPSHIRE COUNTY COUNCIL,4000042772,"265,437"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HARLOW DISTRICT COUNCIL,4000042773,"42,593"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000042774,"321,460"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HASTINGS BOROUGH COUNCIL,4000042775,"45,705"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HEREFORDSHIRE COUNCIL,4000042776,"108,728"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,HERTFORDSHIRE,4000042777,"310,303"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,IPSWICH BOROUGH COUNCIL,4000042778,"40,915"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000042779,"110,063"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000042780,"258,460"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000042781,"301,288"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000042782,"264,764"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000042783,"317,681"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000042784,"305,314"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000042785,"399,979"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000042786,"282,299"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000042787,"198,057"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000042788,"242,763"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000042789,"451,215"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000042790,"236,594"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000042791,"150,979"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000042792,"147,164"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000042793,"151,981"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000042794,"141,783"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000042795,"259,623"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000042796,"217,775"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000042797,"153,928"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000042798,"206,817"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000042799,"280,315"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000042800,"190,962"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000042801,"270,487"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000042802,"111,947"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000042803,"114,429"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000042804,"123,413"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000042805,"155,112"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000042806,"336,233"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000042807,"268,908"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000042808,"271,532"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000042809,"116,690"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000042810,"298,020"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000042811,"132,396"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000042812,"116,507"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000042813,"287,715"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000042814,"117,359"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000042815,"419,553"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000042816,"186,961"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000042817,"143,286"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000042818,"165,575"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000042819,"454,746"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000042820,"179,668"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000042821,"309,685"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000042822,"306,956"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000042823,"155,075"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000042824,"393,024"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000042825,"323,503"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000042826,"257,473"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000042827,"172,299"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000042828,"114,862"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000042829,"180,483"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000042830,"168,004"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000042831,"213,701"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000042832,"195,261"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NORWICH CITY COUNCIL,4000042833,"51,953"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000042834,"392,666"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000042835,"292,812"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000042836,"294,403"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000042837,"253,491"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000042838,"183,222"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000042839,"318,830"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000042840,"119,509"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000042841,"265,709"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000042842,"173,981"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000042843,"319,241"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000042844,"308,258"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000042845,"211,448"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000042846,"111,084"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000042847,"100,627"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000042848,"327,293"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000042849,"306,372"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000042850,"144,585"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000042851,"393,533"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000042852,"118,676"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000042853,"189,197"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000042854,"125,123"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000042855,"284,356"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000042856,"113,926"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000042857,"294,608"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000042858,"325,019"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000042859,"369,877"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,ST HELENS MBC,4000042860,"200,320"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,STAFFORDSHIRE COUNCIL,4000042861,"191,230"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000042862,"154,224"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,STOCKTON ON TEES,4000042863,"184,797"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000042864,"307,304"
Department for Education,DEPARTMENT FOR EDUCATION,23/12/2010,CURRENT GRANTS,School Resources Group,SUFFOLK COUNTY COUNCIL,4000042865,"273,978"
