Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Expenditure Description,Supplier Type,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,193.79
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1190.8
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,910.9
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,701.61
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,141.84
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Current Grants,Families Group,CHESHIRE WEST & CHESTER COUNCIL,Current grant paid to local authorities within the aggregate external funding total,Public Sector,4000067890,25000
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,DfE Programme Costs,Families Group,CONTACT A FAMILY,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS,4000067892,73263.14
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,DfE Programme Costs,Families Group,FAMILY LIVES,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS,4000067896,131040.39
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,DfE Programme Costs,Families Group,GINGERBREAD,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,VCS,4000067899,28224.66
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,645.44
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,3760.02
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Personnel Related,People and Change,CARLSON WAGONLIT TRAVEL,Costs related to staff expenses including membership fees to professional bodies and CRB checks,Commercial,4000067889,25.36
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1282.11
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,4452.59
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,791.9
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Personnel Related,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Costs related to staff expenses including membership fees to professional bodies and CRB checks,Commercial,4000067889,156.41
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,DfE Programme Costs,Children Young People and Families Early Years Extended Schools and Special Needs Group,YOUNG MINDS,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically to build the capacity of the voluntary and community sector in providing mental health support for children and young people ",VCS,1000512,74749.2
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Professional Services Other,Qualifications and Participation Group,ASSESSMENT & QUALIFICATIONS ALLIANCE,"Costs related to research and evaluation activities including contracted out data collation / gathering exercises when there is no analysis or recommendation.
Specifically to establish whether the approach of having a linked pair of maths GCSEs improved attitudes towards mathematics.",VCS,4000067882,61626
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1026.98
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,829.05
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,838.83
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,893.32
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,465.18
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel to attend training events,Commercial,4000067889,59.74
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1855.26
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,-248.68
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,535.16
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,72.84
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1387.31
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1183.26
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Personnel Related,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to subsistence and lodging allowances for official duty,Commercial,4000067889,102.18
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,513.68
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Personnel Related,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to subsistence and lodging allowances for official duty,Commercial,4000067889,102.18
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,844.98
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,310.17
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,829.58
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,78.64
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,43.05
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1632.04
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1508.12
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,-165.95
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,102.72
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,-5.28
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,586.79
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,120.15
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,82.62
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Current Grants,Curriculum and Behaviour Group,SWINDON DANCE YOUTH DANCE ACADEMY,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",Public Sector,4000067917,32150
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,2897.26
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,100.21
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1764.7
Department for Education,DEPARTMENT FOR EDUCATION,20/12/2011,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Costs related to staff travel expenses for official duty,Commercial,4000067889,1801.93
