Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,COLCHESTER ROYAL GRAMMAR SCHOOL,4000061846,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,COPPICE PRIMARY SCHOOL,4000061847,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,FURZE PLATT SENIOR SCHOOL,4000061853,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,GREENACRE SCHOOL,4000061854,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,HENLOW VC MIDDLE SCHOOL,4000061857,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,ILSHAM CE ACADEMY,4000061860,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,KENTS HILL JUNIOR SCHOOL,4000061861,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,LAKESIDE SCHOOL,4000061862,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000061871,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,SALENDINE NOOK HIGH SCHOOL,4000061873,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,SALTERLEE PRIMARY SCHOOL,4000061874,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,SEXEYS SCHOOL,4000061875,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,SIDDAL PRIMARY SCHOOL,4000061876,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,ST MARYS CE PRIMARY SCHOOL,4000061877,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,STANBOROUGH SCHOOL,4000061878,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,THE GERRARDS CROSS CE SCHOOL,4000061881,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,26/09/2011,Current Grants,Academies Delivery Group,WEST LEIGH JUNIOR SCHOOL,4000061888,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,28/09/2011,Current Grants,Academies Delivery Group,ORMISTON ACADEMIES TRUST,4000062137,43801.84,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,28/09/2011,Current Grants,Academies Delivery Group,PENCALENICK SCHOOL,4000062138,55000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,BIRCHWOOD HIGH SCHOOL,4000062334,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,BROADWATER SCHOOL,4000062336,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,BUCKINGHAM PRIMARY SCHOOL,4000062337,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,CRANFIELD LOWER SCHOOL,4000062340,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,FIELD COURT CE INFANT SCHOOL,4000062346,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,GRANGE LANE INFANT SCHOOL,4000062350,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,MALTON SCHOOL,4000062356,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,MESTY CROFT PRIMARY SCHOOL,4000062357,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,NEWTON LONGVILLE CE COMBINED SCHOOL,4000062361,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,PILTON COMMUNITY COLLEGE ACADEMY TRUST,4000062365,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,ST BEDES CATHOLIC COLLEGE,4000062370,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,ST MARYS CE PRIMARY ACADEMY,4000062371,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,29/09/2011,Current Grants,Academies Delivery Group,WEATHERFIELD SCHOOL,4000062376,25000,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,Current Grants,Academies Delivery Group,TREVERBYN ACADEMY,4000062580,39906.13,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,07/09/2011,Current Grants,Curriculum and Behaviour Group,METEOROLOGICAL OFFICE,1000425,55350,Current grant to third sector organisation / not for profit organisation,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,13/09/2011,Current Grants,Curriculum and Behaviour Group,CSABT LIMITED MUSIC & DANCE SCHEME,1000426,9258400,Current grant to third sector organisation / not for profit organisation,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,Current Grants,Curriculum and Behaviour Group,ENTHUSE CHARITABLE TRUST,1000428,250000,Current grant to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,16/09/2011,Current Grants,Post 16 Young People Learning Agency Resources Group,LONDON COUNCILS,1000429,52562.83,Current grant to third sector organisation / not for profit organisation,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,Current Grants,Curriculum and Behaviour Group,ENTHUSE CHARITABLE TRUST,2000450,250000,Current grant to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,02/09/2011,Current Grants,Curriculum and Behaviour Group,YOUTH SPORT TRUST,4000060772,200000,Current grant to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Curriculum and Behaviour Group,CFBT EDUCATION SERVICES,4000061213,381200,Current grant to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Children Young People and Families Early Years Extended Schools and Special Needs Group,SCHOOL FOOD TRUST VCS,4000061237,30884.76,Current grant to third sector organisation / not for profit organisation,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/09/2011,Current Grants,Curriculum and Behaviour Group,THE ROYAL SOCIETY,4000061242,47000,Current grant to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,Current Grants,Curriculum and Behaviour Group,SING UP,4000062577,333331,Current grant to third sector organisation / not for profit organisation,VCS
Department for Education,DEPARTMENT FOR EDUCATION,30/09/2011,Current Grants,Curriculum and Behaviour Group,SPORT ENGLAND,4000062579,2600000,Current grant to third sector organisation / not for profit organisation,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Current Grants,Families Group,TAVISTOCK CENTRE FOR COUPLE RELATIONSHIPS,4000061007,54333,"Current grant to third sector organisation / not for profit organisation. 
Part of the grant award to 118 VCS organisations for the next 2 years. This one is part of theme 1: Families and Relationships ",VCS
