Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SUNDERLAND TEACHING PCT,PUBLIC,NE37 1PR,HAFS-11747,39000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SURREY PCT,PUBLIC,KT16 0QA,HAFS-11748,124000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SUTTON AND MERTON PCT,PUBLIC,WF3 1WE,HAFS-11749,39000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SWINDON PCT,PUBLIC,SN10 5EQ,HAFS-11750,16000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,TAMESIDE AND GLOSSOP PCT,PUBLIC,M34 2GP,HAFS-11751,33800000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,TELFORD & WREKIN PCT,PUBLIC,SY3 8XL,HAFS-11752,17909000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,TORBAY CARE TRUST,PUBLIC,TQ9 6JE,HAFS-11753,18000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,TOWER HAMLETS PCT,PUBLIC,E1 1RD,HAFS-11754,37500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,TRAFFORD PCT,PUBLIC,M16 0PQ,HAFS-11755,24250000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WAKEFIELD DISTRICT PCT,PUBLIC,WF3 1WE,HAFS-11756,42000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WALSALL TEACHING PCT,PUBLIC,WS4 2BX,HAFS-11757,32000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WALTHAM FOREST PCT,PUBLIC,WF3 1WE,HAFS-11758,32000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WANDSWORTH TEACHING PCT,PUBLIC,WF3 1WE,HAFS-11759,41000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WARRINGTON PCT,PUBLIC,WF3 1WE,HAFS-11760,21500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WARWICKSHIRE PCT,PUBLIC,CV34 4DE,HAFS-11761,60000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WEST ESSEX PCT,PUBLIC,CM16 6TN,HAFS-11762,33000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WEST KENT PCT,PUBLIC,ME20 7NJ,HAFS-11763,81000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WEST MIDLANDS SHA,PUBLIC,B16 9RG,HAFS-11764,44200000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WEST SUSSEX PCT,PUBLIC,WF3 1WE,HAFS-11765,93000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WESTERN CHESHIRE PCT,PUBLIC,CH2 1HU,HAFS-11766,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WESTMINSTER PCT,PUBLIC,BS1 2NP,HAFS-11767,48000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WILTSHIRE PCT,PUBLIC,SN10 5EQ,HAFS-11768,40000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WIRRAL PCT,PUBLIC,CH42 0LQ,HAFS-11769,42750000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WOLVERHAMPTON CITY PCT,PUBLIC,WV3 0UD,HAFS-11770,35000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,WORCESTERSHIRE PCT,PUBLIC,WR4 9RW,HAFS-11771,54000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,YORKSHIRE & THE HUMBER SHA,PUBLIC,LS1 4PL,HAFS-11772,47500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,"ASHTON, LEIGH & WIGAN PCT",PUBLIC,WN1 1AH,HAFS-11773,39000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BARKING AND DAGENHAM PCT,PUBLIC,IG11 8EY,HAFS-11774,23000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BARNET PCT,PUBLIC,NW9 6QQ,HAFS-11775,44950000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BARNSLEY PCT,PUBLIC,S70 3RD,HAFS-11776,32000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BASSETLAW PCT,PUBLIC,NG21 0ER,HAFS-11777,12750000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BATH & NORTH EAST SOMERSET PCT,PUBLIC,BA2 5RP,HAFS-11778,18000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BEDFORDSHIRE PCT,PUBLIC,MK40 2AW,HAFS-11779,46000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BERKSHIRE EAST PCT,PUBLIC,RG30 2BA,HAFS-11780,42000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BERKSHIRE WEST PCT,PUBLIC,RG30 2BA,HAFS-11781,45500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BEXLEY CARE TRUST,PUBLIC,DA5 2BW,HAFS-11782,26000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BIRMINGHAM EAST AND NORTH PCT,PUBLIC,B7 4WE,HAFS-11783,62000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,07/11/2011,Additions-PDC permanent,NHS FC,SOUTH LONDON HEALTHCARE NHS TRUST,PUBLIC,DA14 6LT,HAFS-11785,16000000,,Public Dividend Capital permanent,Other,,,
Department of Health,Department of Health,21/11/2011,Additions-PDC permanent,NHS FC,WHIPPS CROSS UNIVERSITY HOSPITAL NHS TRUST,PUBLIC,WF3 1WE,HAFS-11786,3000000,,Public Dividend Capital permanent,Other,,,
Department of Health,Department of Health,21/11/2011,Additions FT Financing Facility Loans,NHS FC,BOLTON NHS FOUNDATION TRUST,PUBLIC,BL4 0JR,HAFS-11787,2103000,,FT Financing Facility Loans,Other,,,
Department of Health,Department of Health,21/11/2011,Additions FT Financing Facility Loans,NHS FC,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,n,HAFS-11788,2000000,,FT Financing Facility Loans,Other,,,
Department of Health,Department of Health,28/11/2011,Additions-PDC temporary,NHS FC,MID YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,WF1 4TU,HAFS-11958,3400000,,Public Dividend Capital temporary,Other,,,
Department of Health,Department of Health,28/11/2011,Additions-PDC temporary,NHS FC,SURREY & SUSSEX HEALTHCARE NHS TRUST,PUBLIC,RH1 5RH,HAFS-11959,4400000,,Public Dividend Capital temporary,Other,,,
Department of Health,Department of Health,28/11/2011,Additions FT Financing Facility Loans,NHS FC,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B1 3RB,HAFS-11960,6694000,,FT Financing Facility Loans,Other,,,
Department of Health,Department of Health,28/11/2011,Additions FT Financing Facility Loans,NHS FC,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,TQ2 7AN,HAFS-11961,1536000,,FT Financing Facility Loans,Other,,,
